feature,method,importance,split
Detector_Publish_To_Entry_Latency_Milliseconds,logistic_permutation,0.07573529411764715,validation
Profile_Local_Maxima_Count,logistic_validation_ablation,0.05514705882352944,validation
Pre_Approach_Pause_Seconds,logistic_validation_ablation,0.0,validation
Previous_Delta_AtEntry,logistic_validation_ablation,0.0,validation
Directional_VWAP_Distance_Ticks_AtEntry,logistic_validation_ablation,0.11764705882352944,validation
Prior_Closed_ATR3_Ticks_AtEntry,logistic_validation_ablation,0.02941176470588247,validation
BuySellRatio,logistic_validation_ablation,-0.03308823529411753,validation
Profile_Std_Ticks,logistic_validation_ablation,0.02941176470588247,validation
Profile_Effective_Nodes,logistic_validation_ablation,0.0,validation
Profile_Concentration,logistic_validation_ablation,0.0,validation
Flow_3_5_CounterflowShare,logistic_validation_ablation,0.058823529411764774,validation
Prior_Closed_ATR5_Ticks_AtEntry,logistic_validation_ablation,0.0,validation
Detector_Publish_To_Entry_Latency_Milliseconds,logistic_validation_ablation,0.08823529411764713,validation
Profile_Local_Maxima_Count,decision_tree,0.3007433446090561,discovery
Pre_Approach_Pause_Seconds,decision_tree,0.05653061437726242,discovery
Previous_Delta_AtEntry,decision_tree,0.41989540169364076,discovery
Directional_VWAP_Distance_Ticks_AtEntry,decision_tree,0.12510170331883833,discovery
Prior_Closed_ATR3_Ticks_AtEntry,decision_tree,0.0,discovery
BuySellRatio,decision_tree,0.09772893600120248,discovery
Profile_Std_Ticks,decision_tree,0.0,discovery
Profile_Effective_Nodes,decision_tree,0.0,discovery
Profile_Concentration,decision_tree,0.0,discovery
Flow_3_5_CounterflowShare,decision_tree,0.0,discovery
Prior_Closed_ATR5_Ticks_AtEntry,decision_tree,0.0,discovery
Detector_Publish_To_Entry_Latency_Milliseconds,decision_tree,0.0,discovery
Profile_Local_Maxima_Count,decision_tree_permutation,0.03110294117647059,validation
Pre_Approach_Pause_Seconds,decision_tree_permutation,0.01235294117647059,validation
Previous_Delta_AtEntry,decision_tree_permutation,-0.11198529411764707,validation
Directional_VWAP_Distance_Ticks_AtEntry,decision_tree_permutation,0.030808823529411767,validation
Prior_Closed_ATR3_Ticks_AtEntry,decision_tree_permutation,0.0,validation
BuySellRatio,decision_tree_permutation,0.0,validation
Profile_Std_Ticks,decision_tree_permutation,0.0,validation
Profile_Effective_Nodes,decision_tree_permutation,0.0,validation
Profile_Concentration,decision_tree_permutation,0.0,validation
Flow_3_5_CounterflowShare,decision_tree_permutation,0.0,validation
Prior_Closed_ATR5_Ticks_AtEntry,decision_tree_permutation,0.0,validation
Detector_Publish_To_Entry_Latency_Milliseconds,decision_tree_permutation,0.0,validation
Profile_Local_Maxima_Count,random_forest,0.09622724476235324,discovery
Pre_Approach_Pause_Seconds,random_forest,0.05624489853231631,discovery
Previous_Delta_AtEntry,random_forest,0.1304760705484678,discovery
Directional_VWAP_Distance_Ticks_AtEntry,random_forest,0.10110443486976459,discovery
Prior_Closed_ATR3_Ticks_AtEntry,random_forest,0.06100175265063995,discovery
BuySellRatio,random_forest,0.1013946763810079,discovery
Profile_Std_Ticks,random_forest,0.06655054076202101,discovery
Profile_Effective_Nodes,random_forest,0.06097306712189592,discovery
Profile_Concentration,random_forest,0.07164515589409169,discovery
Flow_3_5_CounterflowShare,random_forest,0.08011250998007016,discovery
Prior_Closed_ATR5_Ticks_AtEntry,random_forest,0.06319119991067508,discovery
Detector_Publish_To_Entry_Latency_Milliseconds,random_forest,0.11107844858669651,discovery
Profile_Local_Maxima_Count,random_forest_permutation,0.04492647058823525,validation
Pre_Approach_Pause_Seconds,random_forest_permutation,0.1042647058823529,validation
Previous_Delta_AtEntry,random_forest_permutation,0.00867647058823524,validation
Directional_VWAP_Distance_Ticks_AtEntry,random_forest_permutation,0.08249999999999995,validation
Prior_Closed_ATR3_Ticks_AtEntry,random_forest_permutation,0.06367647058823522,validation
BuySellRatio,random_forest_permutation,0.03691176470588229,validation
Profile_Std_Ticks,random_forest_permutation,0.0117647058823529,validation
Profile_Effective_Nodes,random_forest_permutation,0.02125,validation
Profile_Concentration,random_forest_permutation,0.01,validation
Flow_3_5_CounterflowShare,random_forest_permutation,0.050808823529411705,validation
Prior_Closed_ATR5_Ticks_AtEntry,random_forest_permutation,0.03889705882352935,validation
Detector_Publish_To_Entry_Latency_Milliseconds,random_forest_permutation,0.13779411764705876,validation
Profile_Local_Maxima_Count,catboost,9.408508481955963,discovery
Pre_Approach_Pause_Seconds,catboost,9.300495220454508,discovery
Previous_Delta_AtEntry,catboost,14.591315118393236,discovery
Directional_VWAP_Distance_Ticks_AtEntry,catboost,8.419127376465788,discovery
Prior_Closed_ATR3_Ticks_AtEntry,catboost,6.056733885550335,discovery
BuySellRatio,catboost,8.311388330179426,discovery
Profile_Std_Ticks,catboost,4.81705017100895,discovery
Profile_Effective_Nodes,catboost,3.9380233105709266,discovery
Profile_Concentration,catboost,6.313118603519069,discovery
Flow_3_5_CounterflowShare,catboost,8.215579735476455,discovery
Prior_Closed_ATR5_Ticks_AtEntry,catboost,8.372216094286243,discovery
Detector_Publish_To_Entry_Latency_Milliseconds,catboost,12.256443672139083,discovery
Profile_Local_Maxima_Count,catboost_incremental_shap,0.2862491824235237,discovery
Pre_Approach_Pause_Seconds,catboost_incremental_shap,0.31600492431494853,discovery
Previous_Delta_AtEntry,catboost_incremental_shap,0.5186568628729945,discovery
Directional_VWAP_Distance_Ticks_AtEntry,catboost_incremental_shap,0.27914869569256634,discovery
Prior_Closed_ATR3_Ticks_AtEntry,catboost_incremental_shap,0.2302976263245963,discovery
BuySellRatio,catboost_incremental_shap,0.21164731375151344,discovery
Profile_Std_Ticks,catboost_incremental_shap,0.105383261805001,discovery
Profile_Effective_Nodes,catboost_incremental_shap,0.07865884606185466,discovery
Profile_Concentration,catboost_incremental_shap,0.13002004566085365,discovery
Flow_3_5_CounterflowShare,catboost_incremental_shap,0.2536443157647401,discovery
Prior_Closed_ATR5_Ticks_AtEntry,catboost_incremental_shap,0.1279612086658096,discovery
Detector_Publish_To_Entry_Latency_Milliseconds,catboost_incremental_shap,0.3682151788700472,discovery
Profile_Local_Maxima_Count,catboost_permutation,0.010955882352941222,validation
Pre_Approach_Pause_Seconds,catboost_permutation,0.048897058823529474,validation
Previous_Delta_AtEntry,catboost_permutation,-0.06374999999999996,validation
Directional_VWAP_Distance_Ticks_AtEntry,catboost_permutation,0.03088235294117654,validation
Prior_Closed_ATR3_Ticks_AtEntry,catboost_permutation,0.012279411764705943,validation
BuySellRatio,catboost_permutation,0.006691176470588261,validation
Profile_Std_Ticks,catboost_permutation,-0.00044117647058821373,validation
Profile_Effective_Nodes,catboost_permutation,-0.00352941176470587,validation
Profile_Concentration,catboost_permutation,-0.013382352941176427,validation
Flow_3_5_CounterflowShare,catboost_permutation,0.01735294117647066,validation
Prior_Closed_ATR5_Ticks_AtEntry,catboost_permutation,-0.0035294117647058265,validation
Detector_Publish_To_Entry_Latency_Milliseconds,catboost_permutation,0.08272058823529417,validation
