section,segment,metric,value,n
Shape cohort,trend_down,mfe_ticks_p90,158.00000000000006,58
Shape cohort,trend_down,mfe_ticks_max,325.0,58
Shape cohort,trend_down,mae_ticks_median,70.0,59
Shape cohort,trend_down,time_to_mfe_seconds_median,120.0,58
Shape cohort,trend_up,events,57.0,57
Shape cohort,trend_up,unique_days,17.0,57
Shape cohort,trend_up,events_per_month,7.125,57
Shape cohort,trend_up,mfe_ticks_median,77.5,54
Shape cohort,trend_up,mfe_ticks_mean,116.66666666666667,54
Shape cohort,trend_up,mfe_ticks_p90,227.00000000000003,54
Shape cohort,trend_up,mfe_ticks_max,970.0,54
Shape cohort,trend_up,mae_ticks_median,60.0,57
Shape cohort,trend_up,time_to_mfe_seconds_median,150.0,54
Shape cohort,unknown,events,30.0,30
Shape cohort,unknown,unique_days,7.0,30
Shape cohort,unknown,events_per_month,3.75,30
Shape cohort,unknown,mfe_ticks_median,55.0,27
Shape cohort,unknown,mfe_ticks_mean,65.18518518518519,27
Shape cohort,unknown,mfe_ticks_p90,147.0,27
Shape cohort,unknown,mfe_ticks_max,190.0,27
Shape cohort,unknown,mae_ticks_median,80.0,30
Shape cohort,unknown,time_to_mfe_seconds_median,120.0,27
Interaction cohort,ACCEPTANCE,events,81.0,81
Interaction cohort,ACCEPTANCE,unique_days,42.0,81
Interaction cohort,ACCEPTANCE,mean_mfe_ticks,111.49350649350649,81
Interaction cohort,ACCEPTANCE,mean_mae_ticks,95.64935064935065,81
Interaction cohort,ACCEPTANCE,wr_20_20_all,0.2962962962962963,81
Interaction cohort,ACCEPTANCE,wr_20_20_resolved,0.6486486486486487,37
Interaction cohort,ACCEPTANCE,mean_realized_r_20_20,0.2972972972972973,37
Interaction cohort,ACCEPTANCE,wr_40_40_all,0.48148148148148145,81
Interaction cohort,ACCEPTANCE,wr_40_40_resolved,0.6190476190476191,63
Interaction cohort,ACCEPTANCE,mean_realized_r_40_40,0.22884615384615384,65
Interaction cohort,ACCEPTANCE,wr_60_60_all,0.5061728395061729,81
Interaction cohort,ACCEPTANCE,wr_60_60_resolved,0.6119402985074627,67
Interaction cohort,ACCEPTANCE,mean_realized_r_60_60,0.21875,72
Interaction cohort,ACCEPTANCE,wr_80_80_all,0.4567901234567901,81
Interaction cohort,ACCEPTANCE,wr_80_80_resolved,0.5522388059701493,67
Interaction cohort,ACCEPTANCE,mean_realized_r_80_80,0.10083333333333333,75
Interaction cohort,REJECTION,events,100.0,100
Interaction cohort,REJECTION,unique_days,40.0,100
Interaction cohort,REJECTION,mean_mfe_ticks,78.24468085106383,100
Interaction cohort,REJECTION,mean_mae_ticks,104.20212765957447,100
Interaction cohort,REJECTION,wr_20_20_all,0.22,100
Interaction cohort,REJECTION,wr_20_20_resolved,0.4888888888888889,45
Interaction cohort,REJECTION,mean_realized_r_20_20,-0.022222222222222223,45
Interaction cohort,REJECTION,wr_40_40_all,0.38,100
Interaction cohort,REJECTION,wr_40_40_resolved,0.4634146341463415,82
Interaction cohort,REJECTION,mean_realized_r_40_40,-0.0677710843373494,83
Interaction cohort,REJECTION,wr_60_60_all,0.36,100
Interaction cohort,REJECTION,wr_60_60_resolved,0.42857142857142855,84
Interaction cohort,REJECTION,mean_realized_r_60_60,-0.13799283154121864,93
Interaction cohort,REJECTION,wr_80_80_all,0.33,100
Interaction cohort,REJECTION,wr_80_80_resolved,0.44,75
Interaction cohort,REJECTION,mean_realized_r_80_80,-0.11369680851063829,94
Interaction cohort,UNKNOWN_APPROACH,events,1.0,1
Interaction cohort,UNKNOWN_APPROACH,unique_days,1.0,1
Interaction cohort,UNKNOWN_APPROACH,mean_mfe_ticks,,1
Interaction cohort,UNKNOWN_APPROACH,mean_mae_ticks,,1
Interaction cohort,UNKNOWN_APPROACH,wr_20_20_all,0.0,1
Interaction cohort,UNKNOWN_APPROACH,wr_20_20_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_20_20,,0
Interaction cohort,UNKNOWN_APPROACH,wr_40_40_all,0.0,1
Interaction cohort,UNKNOWN_APPROACH,wr_40_40_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_40_40,,0
Interaction cohort,UNKNOWN_APPROACH,wr_60_60_all,0.0,1
Interaction cohort,UNKNOWN_APPROACH,wr_60_60_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_60_60,,0
Interaction cohort,UNKNOWN_APPROACH,wr_80_80_all,0.0,1
Interaction cohort,UNKNOWN_APPROACH,wr_80_80_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_80_80,,0
Interaction x shape,ACCEPTANCE|D,events,4.0,4
Interaction x shape,ACCEPTANCE|D,wr_20_20_resolved,0.6666666666666666,3
Interaction x shape,ACCEPTANCE|D,wr_40_40_resolved,0.5,4
Interaction x shape,ACCEPTANCE|D,wr_60_60_resolved,0.5,4
Interaction x shape,ACCEPTANCE|D,wr_80_80_resolved,0.5,4
Interaction x shape,ACCEPTANCE|double,events,12.0,12
Interaction x shape,ACCEPTANCE|double,wr_20_20_resolved,0.8333333333333334,6
Interaction x shape,ACCEPTANCE|double,wr_40_40_resolved,0.8571428571428571,7
Interaction x shape,ACCEPTANCE|double,wr_60_60_resolved,0.8571428571428571,7
Interaction x shape,ACCEPTANCE|double,wr_80_80_resolved,0.7142857142857143,7
Interaction x shape,ACCEPTANCE|trend_down,events,23.0,23
Interaction x shape,ACCEPTANCE|trend_down,wr_20_20_resolved,0.5,10
Interaction x shape,ACCEPTANCE|trend_down,wr_40_40_resolved,0.5,18
Interaction x shape,ACCEPTANCE|trend_down,wr_60_60_resolved,0.47368421052631576,19
Interaction x shape,ACCEPTANCE|trend_down,wr_80_80_resolved,0.5,20
Interaction x shape,ACCEPTANCE|trend_up,events,31.0,31
Interaction x shape,ACCEPTANCE|trend_up,wr_20_20_resolved,0.7857142857142857,14
Interaction x shape,ACCEPTANCE|trend_up,wr_40_40_resolved,0.68,25
Interaction x shape,ACCEPTANCE|trend_up,wr_60_60_resolved,0.7407407407407407,27
Interaction x shape,ACCEPTANCE|trend_up,wr_80_80_resolved,0.6296296296296297,27
Interaction x shape,ACCEPTANCE|unknown,events,11.0,11
Interaction x shape,ACCEPTANCE|unknown,wr_20_20_resolved,0.25,4
Interaction x shape,ACCEPTANCE|unknown,wr_40_40_resolved,0.5555555555555556,9
Interaction x shape,ACCEPTANCE|unknown,wr_60_60_resolved,0.4,10
Interaction x shape,ACCEPTANCE|unknown,wr_80_80_resolved,0.3333333333333333,9
Interaction x shape,REJECTION|D,events,3.0,3
Interaction x shape,REJECTION|D,wr_20_20_resolved,1.0,1
Interaction x shape,REJECTION|D,wr_40_40_resolved,0.5,2
Interaction x shape,REJECTION|D,wr_60_60_resolved,0.5,2
Interaction x shape,REJECTION|D,wr_80_80_resolved,0.5,2
Interaction x shape,REJECTION|double,events,17.0,17
Interaction x shape,REJECTION|double,wr_20_20_resolved,0.4,10
Interaction x shape,REJECTION|double,wr_40_40_resolved,0.4117647058823529,17
Interaction x shape,REJECTION|double,wr_60_60_resolved,0.4117647058823529,17
Interaction x shape,REJECTION|double,wr_80_80_resolved,0.2857142857142857,14
Interaction x shape,REJECTION|trend_down,events,36.0,36
Interaction x shape,REJECTION|trend_down,wr_20_20_resolved,0.5555555555555556,18
Interaction x shape,REJECTION|trend_down,wr_40_40_resolved,0.5161290322580645,31
Interaction x shape,REJECTION|trend_down,wr_60_60_resolved,0.4482758620689655,29
Interaction x shape,REJECTION|trend_down,wr_80_80_resolved,0.5517241379310345,29
Interaction x shape,REJECTION|trend_up,events,25.0,25
Interaction x shape,REJECTION|trend_up,wr_20_20_resolved,0.3333333333333333,9
Interaction x shape,REJECTION|trend_up,wr_40_40_resolved,0.42105263157894735,19
Interaction x shape,REJECTION|trend_up,wr_60_60_resolved,0.45,20
Interaction x shape,REJECTION|trend_up,wr_80_80_resolved,0.4117647058823529,17
Interaction x shape,REJECTION|unknown,events,19.0,19
Interaction x shape,REJECTION|unknown,wr_20_20_resolved,0.5714285714285714,7
Interaction x shape,REJECTION|unknown,wr_40_40_resolved,0.46153846153846156,13
Interaction x shape,REJECTION|unknown,wr_60_60_resolved,0.375,16
Interaction x shape,REJECTION|unknown,wr_80_80_resolved,0.38461538461538464,13
Interaction x shape,UNKNOWN_APPROACH|trend_up,events,1.0,1
Interaction x shape,UNKNOWN_APPROACH|trend_up,wr_20_20_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|trend_up,wr_40_40_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|trend_up,wr_60_60_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|trend_up,wr_80_80_resolved,,0
Monthly,2024-03,events,13.0,13
Monthly,2024-03,unique_days,4.0,13
Monthly,2024-03,wr_20_20_resolved,0.6,5
Monthly,2024-03,wr_40_40_resolved,0.6666666666666666,9
Monthly,2024-03,wr_60_60_resolved,0.3333333333333333,9
Monthly,2024-03,wr_80_80_resolved,0.375,8
Monthly,2024-04,events,7.0,7
Monthly,2024-04,unique_days,3.0,7
Monthly,2024-04,wr_20_20_resolved,0.8,5
Monthly,2024-04,wr_40_40_resolved,0.5714285714285714,7
Monthly,2024-04,wr_60_60_resolved,0.5714285714285714,7
Monthly,2024-04,wr_80_80_resolved,0.4,5
Monthly,2024-05,events,27.0,27
Monthly,2024-05,unique_days,7.0,27
Monthly,2024-05,wr_20_20_resolved,0.7222222222222222,18
Monthly,2024-05,wr_40_40_resolved,0.5833333333333334,24
Monthly,2024-05,wr_60_60_resolved,0.6190476190476191,21
Monthly,2024-05,wr_80_80_resolved,0.7058823529411765,17
Monthly,2024-06,events,7.0,7
Monthly,2024-06,unique_days,4.0,7
Monthly,2024-06,wr_20_20_resolved,0.6666666666666666,3
Monthly,2024-06,wr_40_40_resolved,0.6666666666666666,6
Monthly,2024-06,wr_60_60_resolved,0.6,5
Monthly,2024-06,wr_80_80_resolved,0.6,5
Monthly,2024-07,events,27.0,27
Monthly,2024-07,unique_days,8.0,27
Monthly,2024-07,wr_20_20_resolved,0.5625,16
Monthly,2024-07,wr_40_40_resolved,0.5,26
Monthly,2024-07,wr_60_60_resolved,0.5454545454545454,22
Monthly,2024-07,wr_80_80_resolved,0.47619047619047616,21
Monthly,2024-08,events,45.0,45
Monthly,2024-08,unique_days,8.0,45
Monthly,2024-08,wr_20_20_resolved,0.25,12
Monthly,2024-08,wr_40_40_resolved,0.41379310344827586,29
Monthly,2024-08,wr_60_60_resolved,0.3684210526315789,38
Monthly,2024-08,wr_80_80_resolved,0.4,40
Monthly,2024-09,events,22.0,22
Monthly,2024-09,unique_days,6.0,22
Monthly,2024-09,wr_20_20_resolved,0.6666666666666666,6
Monthly,2024-09,wr_40_40_resolved,0.5333333333333333,15
Monthly,2024-09,wr_60_60_resolved,0.5263157894736842,19
Monthly,2024-09,wr_80_80_resolved,0.5263157894736842,19
Monthly,2024-10,events,34.0,34
Monthly,2024-10,unique_days,9.0,34
Monthly,2024-10,wr_20_20_resolved,0.47058823529411764,17
Monthly,2024-10,wr_40_40_resolved,0.5517241379310345,29
Monthly,2024-10,wr_60_60_resolved,0.6,30
Monthly,2024-10,wr_80_80_resolved,0.5185185185185185,27
