family,date,year,half,side,entry_utc,entry,risk_ticks,gross_ticks,net_ticks,net_R,mae_ticks,exit_reason,trailing_activated,fixed_net_ticks,fixed_net_R,fixed_exit_reason,drive_open,drive_close,drive_high,drive_low,drive_efficiency,drive_close_location,pullback_midpoint,resumption_level,trigger_utc
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-06-13,2025,2025-H1,LONG,2025-06-13T14:00:01+00:00,21762.5,40.0,-40.0,-44.0,-1.1,-52.0,STOP,False,-44.0,-1.1,STOP,21679.75,21769.0,21788.0,21662.0,0.7083333333333334,0.8492063492063492,21724.375,21746.6875,2025-06-13T14:00:00+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-06-30,2025,2025-H1,SHORT,2025-06-30T14:17:14+00:00,22828.75,40.0,4.0,0.0,0.0,-20.0,STOP,True,36.0,0.9,TARGET,22871.75,22814.5,22875.5,22804.75,0.8091872791519434,0.13780918727915195,22843.125,22828.8125,2025-06-30T14:17:13+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-07-31,2025,2025-H2,SHORT,2025-07-31T14:05:18+00:00,23664.5,40.0,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP,23747.25,23636.5,23752.0,23620.25,0.8406072106261859,0.12333965844402277,23691.875,23664.1875,2025-07-31T14:05:17+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-08-01,2025,2025-H2,SHORT,2025-08-01T14:44:00+00:00,22960.75,40.0,-40.0,-44.0,-1.1,-57.0,STOP,False,-44.0,-1.1,STOP,23087.5,22919.75,23095.75,22918.0,0.9437412095639943,0.009845288326300985,23003.625,22961.6875,2025-08-01T14:43:59+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-09-10,2025,2025-H2,SHORT,2025-09-10T14:09:21+00:00,23947.25,40.0,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP,23998.75,23931.25,24000.5,23917.75,0.8157099697885196,0.16314199395770393,23965.0,23948.125,2025-09-10T14:09:20+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-09-25,2025,2025-H2,SHORT,2025-09-25T13:52:26+00:00,24463.25,40.0,28.0,24.0,0.6,-12.0,STOP,True,36.0,0.9,TARGET,24576.25,24427.5,24578.75,24422.5,0.952,0.032,24501.875,24464.6875,2025-09-25T13:52:25+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-11-13,2025,2025-H2,SHORT,2025-11-13T15:04:32+00:00,25337.5,40.0,15.0,11.0,0.275,-3.0,STOP,True,36.0,0.9,TARGET,25477.25,25292.5,25502.0,25287.25,0.860302677532014,0.024447031431897557,25384.875,25338.6875,2025-11-13T15:04:31+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-11-25,2025,2025-H2,SHORT,2025-11-25T15:01:32+00:00,24760.0,40.0,-40.0,-44.0,-1.1,-64.0,STOP,False,-44.0,-1.1,STOP,24857.25,24729.5,24879.5,24719.0,0.7959501557632399,0.06542056074766354,24793.375,24761.4375,2025-11-25T15:01:31+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-12-02,2025,2025-H2,LONG,2025-12-02T15:30:36+00:00,25571.0,40.0,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP,25492.75,25595.5,25613.0,25471.25,0.7248677248677249,0.8765432098765432,25544.125,25569.8125,2025-12-02T15:30:35+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2025-12-22,2025,2025-H2,SHORT,2025-12-22T15:02:07+00:00,25714.5,40.0,-40.0,-44.0,-1.1,-45.0,STOP,False,-44.0,-1.1,STOP,25780.75,25693.25,25794.75,25672.25,0.7142857142857143,0.17142857142857143,25737.0,25715.125,2025-12-22T15:02:06+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2026-01-08,2026,2026-H1,SHORT,2026-01-08T15:35:15+00:00,25661.5,40.0,80.0,76.0,1.9,-32.0,TARGET,True,36.0,0.9,TARGET,25786.5,25621.25,25803.0,25614.25,0.8754966887417218,0.03708609271523179,25703.875,25662.5625,2026-01-08T15:35:14+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2026-01-20,2026,2026-H1,LONG,2026-01-20T14:50:29+00:00,25312.25,40.0,80.0,76.0,1.9,-17.0,TARGET,True,36.0,0.9,TARGET,25243.5,25334.0,25357.25,25233.75,0.7327935222672065,0.8117408906882592,25288.75,25311.375,2026-01-20T14:50:28+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2026-05-05,2026,2026-H1,LONG,2026-05-05T14:16:20+00:00,28061.25,40.0,-40.0,-44.0,-1.1,-66.0,STOP,False,-44.0,-1.1,STOP,27988.5,28082.75,28084.0,27971.0,0.834070796460177,0.9889380530973452,28035.625,28059.1875,2026-05-05T14:16:19+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2026-05-14,2026,2026-H1,LONG,2026-05-14T14:00:52+00:00,29591.75,40.0,80.0,76.0,1.9,-20.0,TARGET,True,36.0,0.9,TARGET,29476.25,29626.0,29628.5,29458.5,0.8808823529411764,0.9852941176470589,29551.125,29588.5625,2026-05-14T14:00:51+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2026-05-15,2026,2026-H1,SHORT,2026-05-15T13:50:38+00:00,29192.5,40.0,80.0,76.0,1.9,-30.0,TARGET,True,36.0,0.9,TARGET,29278.0,29167.25,29291.0,29151.0,0.7910714285714285,0.11607142857142858,29222.625,29194.9375,2026-05-15T13:50:37+00:00
OPENING_DRIVE_PULLBACK_RESUMPTION,2026-05-18,2026,2026-H1,SHORT,2026-05-18T14:00:15+00:00,29207.0,40.0,80.0,76.0,1.9,-12.0,TARGET,True,36.0,0.9,TARGET,29338.5,29166.5,29356.25,29160.0,0.8764331210191083,0.033121019108280254,29252.5,29209.5,2026-05-18T14:00:14+00:00
