fecha,prediction_timestamp,burst_event_timestamp,burst_timestamp,split,born_bad_group,born_bad_reason,Result_Label,realized_ticks_for_label,MFE_ticks,MAE_ticks,Trade_Duration,Entry_price,ExecutionSide,canonical_source_file,causal_row_flag,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,PreBurst_Acceptance_Dwell_Ratio_5s,PreBurst_Reclaim_Count_10s,PreBurst_Rotation_Index_10s,PreBurst_Local_Entropy_10s,PreBurst_Path_Efficiency_10s,PreBurst_Price_Per_Delta_3s,PreBurst_Price_Per_Volume_3s,PreBurst_Impulse_Survival_Seconds,PreBurst_Impulse_Decay_Slope_5s,Profile_Std_Ticks,Profile_Skewness,Profile_Excess_Kurtosis,Profile_Normalized_Entropy,Profile_Concentration,Profile_Effective_Nodes,Profile_Local_Maxima_Count,Profile_Position_Percentile,POC_Migration_Ticks,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,Seconds_From_Open_AtEntry,Directional_OR_Extension_Ticks_AtEntry,Directional_VWAP_Distance_Ticks_AtEntry,Nearest_OR_Edge_Distance_Ticks_AtEntry,Body_OR_Ratio_AtEntry,Signed_Delta_Share_AtEntry,Signed_Previous_Delta_Share_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,Prior_Closed_ATR5_Ticks_AtEntry,PreEntry_Directional_Efficiency3_AtEntry,PreEntry_Directional_Delta_Share3_AtEntry,PreEntry_Range_Compression3_AtEntry,PreEntry_Volume_Climax_Ratio_AtEntry,Nearest_OR_Edge_Retest_Count_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,Directional_CLV_AtEntry,PreEntry_Acceptance_Dwell_Ratio_AtEntry,PreEntry_Reclaim_Count_AtEntry,PreEntry_Rejection_Speed_TPS_AtEntry,PreEntry_Rotation_Index_AtEntry,PreEntry_Local_Entropy_AtEntry,PreEntry_Path_Efficiency_AtEntry,PreEntry_Price_Per_Delta_AtEntry,PreEntry_Price_Per_Volume_AtEntry,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,seconds_from_open,minute_from_open,weekday_index,month_index,execution_side_sign,or_position_fraction,distance_nearest_or_edge_ticks,distance_nearest_profile_reference_ticks,vwap_poc_spread_ticks,signed_velocity_decay_1_5,signed_delta_decay_1_5,execution_cvd_alignment
2025-07-08,2025-07-08 13:36:35.118141800+00:00,2025-07-08 13:36:34+00:00,2025-07-08 13:36:35+00:00,validation,A_WINNER,Resultado realizado positivo,TP,28.0,30,45,03:47,22901.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-07-08_NY.csv,True,-138,-141,-150,-149,-146,12,-138,-135,-6.684102861213912,1.0,0.254054054054054,202,232,0,-0.333333333333333,-0.2,0,-0.333333333333333,0,-150,15.0,-32.0,-17.0,-14.429185427752763,-8,-22,1,-1,-3,1.0,0,0.5,0.721928094887362,0.333333333333333,0.006666666666667,0.003597122302158,0,-0.1,9.45613060157368,0.122003069985855,-1.081141484011938,0.953766689634215,0.054031927957429,33.7280672028041,6,0.062355027971074,,75,35,1290,-210,132,2114,92,-302,1.0,11,0,1,395.1181,-160,-126.73,85,0.47,-0.16,0.04,70.0,70,-0.12,-0.02,0.93,1.15,3,1.0,,0,0,0,0,0,0,0,0,138.0,135.0,-0.0,0.333333333333333,-0.0,0.0,552.0,0.5948275862068966,1.1485148514851484,0.36231884057971014,0.596,1.0,0.6666666666666666,0,-0.0,14.429185427752763,8.0,3,-0.0,552.0,395,6.583333333333333,1,7,1.0,-1.1333333333333333,17.0,1,6.429185427752763,0.2,-108.2,1.0
2025-07-09,2025-07-09 13:31:01.000763400+00:00,2025-07-09 13:31:00+00:00,2025-07-09 13:31:01+00:00,validation,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,02:51,23008.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-07-09_NY.csv,True,151,151,154,156,158,151,-14,151,4.523513409052465,1.0,3.188405797101449,258,289,4,1.333333333333333,0.8,5,1.333333333333333,4,154,21.0,3.0,24.0,10.42282196969697,7,3,17,0,2,0.4,2,0.666666666666667,0.863120568566631,0.545454545454545,0.025974025974026,0.012422360248447,1,0.7,6.477175104898536,-0.493160151551235,-0.832271668062842,0.91937971926402,0.104876893939394,21.4036452668731,6,0.987926136363636,,105,15,293,151,774,3934,394,-243,14.99,9,0,0,61.0008,-120,-359.72,15,0.14,-0.52,-0.1,61.67,45,0.0,0.0,0.59,0.0,0,0.0,,0,0,0,0,0,0,0,0,151.0,151.0,4.0,1.333333333333333,5.0,1.3840830449826989,37.75,0.5224913494809689,1.12015503875969,0.33995584988962474,0.6077922077922078,1.0,1.0,1,1.25,10.42282196969697,7.0,3,0.026490066225165563,22.65,61,1.0166666666666666,2,7,-1.0,1.1428571428571428,3.0,0,3.4228219696969706,-3.2,-119.8,-1.0
2025-07-21,2025-07-21 13:31:39.012001200+00:00,2025-07-21 13:31:38+00:00,2025-07-21 13:31:39+00:00,validation,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,03:33,23291.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-07-21_NY.csv,True,138,176,191,186,183,138,-11,100,3.346052032469619,1.0,2.703703703703704,284,300,3,2.0,1.2,1,1.0,3,191,25.0,3.0,28.0,10.260262989095574,5,4,13,1,2,0.4,0,0.4,0.650022421648354,0.6,0.026178010471204,0.012531328320802,3,0.8,7.230674106789632,-1.086660149127747,0.219703886772683,0.854651262828566,0.123155869146889,19.336520581568,6,0.982039769082745,,125,10,1871,189,275,4368,264,-75,0.26,10,0,0,99.012,-140,-82.6,15,0.08,-0.1,-0.06,60.0,43,0.0,0.0,0.48,0.0,0,0.0,,0,0,0,0,0,0,0,0,138.0,100.0,3.0,2.0,1.0,1.0,46.0,0.46,1.056338028169014,0.4613526570048309,0.5842931937172775,1.0,1.0,1,0.3333333333333333,10.260262989095574,5.0,3,0.021739130434782608,32.199999999999996,99,1.65,0,7,-1.0,1.12,3.0,1,5.260262989095574,-1.8,-100.8,-1.0
2025-07-29,2025-07-29 13:31:18.977466+00:00,2025-07-29 13:31:18+00:00,2025-07-29 13:31:19+00:00,validation,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:42,23626.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-07-29_NY.csv,False,126,152,209,214,136,126,-26,100,2.552788475321932,0.987179487179487,5.2,126,186,2,2.333333333333333,1.8,-1,-0.333333333333333,2,209,25.0,2.0,27.0,10.766178428761652,4,2,15,4,0,0.4,0,0.571428571428571,0.811278124459133,0.470588235294118,0.033492822966507,0.021021021021021,4,0.6,6.901893922913952,-0.61364056291701,-0.847055910092899,0.927743503664988,0.109054593874834,22.008551606092,7,1.0,,125,10,1590,80,1139,5955,609,-529,0.53,11,1,1,78.9775,-135,-181.54,10,0.08,-0.05,-0.1,68.33,51,0.0,0.0,0.55,0.0,0,0.0,,0,0,0,0,0,0,0,0,126.0,100.0,2.0,2.333333333333333,-1.0,1.075268817204301,63.0,0.6774193548387096,1.4761904761904763,0.5529100529100529,0.614354066985646,1.0,1.0,1,-0.5,10.766178428761652,4.0,4,0.015873015873015872,50.400000000000006,78,1.3,1,7,-1.0,1.08,2.0,0,6.766178428761652,-0.19999999999999996,-83.2,-1.0
2025-08-14,2025-08-14 13:33:01.079907400+00:00,2025-08-14 13:33:00+00:00,2025-08-14 13:33:01+00:00,validation,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:14,23882.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-08-14_NY.csv,True,112,113,245,226,222,132,-24,111,3.581138905651156,0.988888888888889,3.604651162790698,161,198,1,1.666666666666667,1.4,1,-0.333333333333333,1,245,22.0,7.0,29.0,13.3429441260745,6,5,20,-2,-1,1.0,0,0.5,0.721928094887362,0.818181818181818,0.020408163265306,0.010615711252654,1,0.0,7.51361302772524,-0.39312084054733,-0.582662053859117,0.925972466471695,0.06509670487106,28.3211978755936,7,0.990687679083095,,110,5,205,111,-1108,2934,162,-51,4.63,8,0,0,181.0799,-145,-37.35,35,0.05,-0.54,-0.06,113.33,88,-0.59,-0.04,1.03,0.85,2,0.5,,0,0,0,0,0,0,0,0,112.0,111.0,1.0,1.666666666666667,1.0,0.5050505050505051,112.0,0.5656565656565656,1.2298136645962734,0.7291666666666666,0.553469387755102,1.0,1.0,1,1.0,13.3429441260745,6.0,2,0.008928571428571428,100.8,181,3.0166666666666666,3,8,-1.0,1.3181818181818181,7.0,1,7.342944126074499,0.3999999999999999,-66.8,1.0
2025-08-19,2025-08-19 13:31:57.001263800+00:00,2025-08-19 13:31:56+00:00,2025-08-19 13:31:57+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:13,23728.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-08-19_NY.csv,True,-426,-467,-481,-500,-467,17,-426,-385,-14.99798149870989,1.0,0.142857142857143,263,568,-3,-2.0,-1.8,-1,-0.333333333333333,-3,-481,17.0,-34.0,-17.0,-18.59530601659751,-27,-33,-13,-1,1,1.0,0,0.333333333333333,0.591672778582328,0.583333333333333,0.012474012474012,0.008230452674897,5,0.4,8.81488943120456,-0.43459973305825,-0.885848819651998,0.940322857304351,0.079616182572614,29.068780621707,10,0.009984439834025,,85,85,3813,-499,-605,3902,230,-729,1.49,11,0,2,117.0013,-170,-140.26,85,1.0,-0.13,0.06,43.33,33,0.0,0.0,0.51,0.0,0,0.0,,0,0,0,0,0,0,0,0,426.0,385.0,3.0,2.0,1.0,0.528169014084507,142.0,0.75,2.159695817490494,0.3763693270735524,0.6237006237006237,1.0,1.0,1,0.3333333333333333,18.59530601659751,27.0,2,0.007042253521126761,99.39999999999999,117,1.95,1,8,1.0,-1.0,17.0,1,8.404693983402488,-1.2,-326.0,-1.0
2025-08-20,2025-08-20 13:32:00.992565900+00:00,2025-08-20 13:32:00+00:00,2025-08-20 13:32:01+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:27,23377.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-08-20_NY.csv,False,-151,-202,-197,-191,-228,21,-151,-100,-3.042801466413277,0.983333333333333,0.383673469387755,283,339,-3,-1.333333333333333,-1.2,-1,-0.333333333333333,-3,-197,39.0,-44.0,-5.0,-19.3237883331721,-6,-30,2,1,-1,0.8,0,0.4,0.650022421648354,0.928571428571429,0.020304568527919,0.008869179600887,2,0.6,13.08245215404432,0.422197773448147,-1.314697067324497,0.919770033116229,0.066750507884299,35.1848179738225,13,0.015381638773338,,195,10,347,-151,-2034,3797,-5,-146,10.07,8,0,0,120.9926,-220,-89.72,25,0.05,-0.44,0.0,103.33,86,-0.25,0.0,0.53,0.0,1,1.0,,0,0,0,0,0,0,0,0,151.0,100.0,3.0,1.333333333333333,1.0,0.8849557522123894,50.333333333333336,0.44542772861356933,1.197879858657244,0.434878587196468,0.581725888324873,1.0,1.0,1,0.3333333333333333,19.3237883331721,6.0,3,0.019867549668874173,35.233333333333334,120,2.0,2,8,1.0,-0.1282051282051282,5.0,1,13.3237883331721,-1.8,-112.8,-1.0
2025-08-21,2025-08-21 13:37:50.099613700+00:00,2025-08-21 13:37:49+00:00,2025-08-21 13:37:50+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,02:15,23281.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-08-21_NY.csv,True,-185,-191,-214,-267,-151,84,-185,-179,-7.397692309895649,1.0,0.229166666666667,235,295,-5,-1.0,-0.2,-6,-2.333333333333333,-5,-214,54.0,11.0,65.0,30.245199792423456,14,7,45,-1,1,0.0,0,0.2,0.650022421648354,-0.411764705882353,0.009345794392523,0.003378378378378,1,1.1,17.0086835124268,-0.013618881689931,-1.038363977798686,0.95681737980377,0.033063978056194,59.8588008885857,16,0.968826451182445,,270,50,2770,2,-1217,2293,-35,37,1.0,10,1,1,470.0996,55,24.01,55,0.19,0.0,-0.02,128.33,130,-0.1,-0.03,0.48,0.81,3,0.0,,0,0,0,0,0,0,0,0,185.0,179.0,5.0,1.0,6.0,1.694915254237288,37.0,0.6271186440677966,1.2553191489361701,0.3855855855855856,0.7485981308411215,1.0,1.0,1,1.2,-30.245199792423456,-14.0,2,0.02702702702702703,18.5,470,7.833333333333333,3,8,1.0,1.2037037037037037,11.0,1,16.245199792423456,-4.8,-131.6,-1.0
2025-08-29,2025-08-29 13:31:16.068287300+00:00,2025-08-29 13:31:15+00:00,2025-08-29 13:31:16+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,00:07,23637.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-08-29_NY.csv,True,-157,-167,-168,-173,-257,28,-157,-147,-3.945811580383804,1.0,0.194871794871795,129,233,-3,-1.666666666666667,-1.0,0,-0.666666666666667,-3,-168,22.0,-25.0,-3.0,-10.618976129710253,-10,-14,-5,-2,0,0.4,0,0.857142857142857,0.954434002924965,0.444444444444444,0.023809523809524,0.011904761904762,2,1.0,5.048525396584496,0.679431811956588,0.089290307836406,0.902860334647301,0.101336135715358,18.9462520436859,7,0.000450382825402,,110,15,1442,-228,-289,5223,375,-603,0.93,11,1,1,76.0683,-125,-103.78,15,0.14,-0.16,0.07,65.0,52,0.0,0.0,0.59,0.0,0,0.0,,0,0,0,0,0,0,0,0,157.0,147.0,3.0,1.666666666666667,-0.0,1.2875536480686696,52.333333333333336,0.6738197424892703,1.806201550387597,0.35668789808917195,0.6178571428571429,1.0,1.0,1,-0.0,10.618976129710253,10.0,2,0.01910828025477707,36.63333333333333,76,1.2666666666666666,4,8,1.0,-0.13636363636363635,3.0,0,0.6189761297102532,-2.0,-122.4,-1.0
2025-09-04,2025-09-04 13:32:58.981432600+00:00,2025-09-04 13:32:58+00:00,2025-09-04 13:32:59+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:22,23502.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-04_NY.csv,False,146,143,187,202,162,146,-14,149,6.754665410034141,1.0,7.636363636363636,161,190,2,1.333333333333333,1.2,1,0.0,2,187,24.0,12.0,36.0,15.978447133645439,14,2,22,-1,0,1.0,0,0.2,0.91829583405449,0.3,0.021390374331551,0.010025062656642,4,0.3,9.51811619574008,-0.345764713436316,-0.933304024287911,0.94041131066788,0.055030474339723,32.8609549879077,9,0.987456938433001,,120,60,3042,218,940,3902,186,32,1.02,10,0,0,178.9814,-180,-50.07,60,0.5,-0.07,-0.05,91.67,71,-0.6,-0.05,0.76,0.0,1,1.0,,0,0,0,0,0,0,0,0,146.0,149.0,2.0,1.333333333333333,1.0,1.0526315789473684,73.0,0.7684210526315789,1.1801242236024845,0.4269406392694064,0.6481283422459893,1.0,1.0,1,0.5,15.978447133645439,14.0,3,0.0136986301369863,58.400000000000006,178,2.966666666666667,3,9,-1.0,1.5,12.0,0,1.9784471336454388,-0.8,-105.6,-1.0
2025-09-05,2025-09-05 13:35:23.018684200+00:00,2025-09-05 13:35:22+00:00,2025-09-05 13:35:23+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,58.0,60,20,00:17,23838.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-05_NY.csv,True,-211,-237,-245,-262,-276,7,-211,-185,-5.352630789253395,0.993333333333333,0.197718631178707,187,315,-3,-1.333333333333333,-1.2,-1,0.0,-3,-245,40.0,-51.0,-11.0,-22.718597683673927,-29,-34,-11,-1,1,1.0,0,0.8,0.91829583405449,0.545454545454545,0.012244897959184,0.006833712984055,2,0.7,11.06008787330816,0.340423678268435,-0.423960061826784,0.93704992120526,0.04096051513661,41.2793231614382,16,0.002683003174887,,200,35,1586,-276,2532,2082,-132,-144,1.52,9,0,1,323.0187,-255,52.85,55,0.18,-0.17,-0.06,106.67,133,-0.31,-0.04,0.53,0.57,4,0.67,,0,0,0,0,0,0,0,0,211.0,185.0,3.0,1.333333333333333,1.0,0.9523809523809523,70.33333333333333,0.6698412698412698,1.6844919786096257,0.38704581358609796,0.6416326530612245,1.0,1.0,1,0.3333333333333333,22.718597683673927,29.0,2,0.014218009478672985,49.23333333333333,323,5.383333333333334,4,9,1.0,-0.275,11.0,1,6.281402316326073,-1.8,-158.6,1.0
2025-09-11,2025-09-11 13:36:24.142863600+00:00,2025-09-11 13:36:23+00:00,2025-09-11 13:36:24+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:22,23966.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-11_NY.csv,True,-141,-169,-201,-335,-450,3,-141,-113,-4.769176463373088,0.993333333333333,0.27319587628866,159,247,-1,-1.333333333333333,-0.8,1,-0.666666666666667,-1,-201,18.0,-24.0,-6.0,-14.388458642572871,-13,-21,-10,0,1,1.0,0,0.285714285714286,0.543564443199596,0.75,0.014925373134328,0.007792207792208,3,0.3,5.469439297313056,-0.280678952042249,-0.286795599707351,0.925841074009173,0.078466171883403,21.1453736958427,7,0.01269226632247,,90,30,1501,-409,36,1995,-157,-252,1.24,9,0,2,384.1429,-120,97.58,30,0.33,-0.27,-0.08,73.33,78,-0.09,-0.04,0.81,0.91,3,0.0,,0,0,0,0,0,0,0,0,141.0,113.0,1.0,1.333333333333333,-1.0,0.4048582995951417,141.0,0.5708502024291497,1.5534591194968554,0.475177304964539,1.0,1.0,1.0,1,-1.0,14.388458642572871,13.0,2,0.0070921985815602835,126.9,384,6.4,3,9,1.0,-0.3333333333333333,6.0,0,1.3884586425728713,-0.19999999999999996,-74.0,1.0
2025-09-12,2025-09-12 13:35:57.019646300+00:00,2025-09-12 13:35:56+00:00,2025-09-12 13:35:57+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,28.0,35,5,00:14,24020.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-12_NY.csv,True,-161,-198,-193,-198,-211,5,-161,-124,-4.96705740051441,1.0,0.218446601941748,208,251,-2,-1.0,-1.0,0,-0.333333333333333,-2,-193,20.0,-36.0,-16.0,-17.848141871444135,-16,-24,-6,0,2,1.0,0,0.571428571428571,0.811278124459133,0.454545454545455,0.020725388601036,0.011940298507463,2,0.3,8.09924365157656,0.215145958148998,-0.587636395845177,0.933829765810824,0.073477787192834,30.6043732079305,9,0.009199854739136,,100,60,2239,-507,137,1274,-78,-429,1.05,10,0,0,357.0196,-180,-30.44,80,0.6,-0.23,-0.06,56.67,75,-0.24,-0.04,0.57,0.49,4,0.67,,0,0,0,0,0,0,0,0,161.0,124.0,2.0,1.0,-0.0,0.796812749003984,80.5,0.6414342629482072,1.2067307692307692,0.3995859213250518,0.6155440414507772,1.0,1.0,1,-0.0,17.848141871444135,16.0,2,0.012422360248447204,64.4,357,5.95,4,9,1.0,-0.8,16.0,0,1.8481418714441347,-1.0,-121.4,1.0
2025-09-16,2025-09-16 13:33:56.159462100+00:00,2025-09-16 13:33:55+00:00,2025-09-16 13:33:56+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,28.0,30,35,02:56,24570.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-16_NY.csv,True,-150,-209,-242,-283,-328,-2,-150,-91,-3.152332879743788,0.982978723404255,0.464285714285714,328,410,-3,-2.333333333333333,-1.6,0,-0.666666666666667,-3,-242,16.0,-25.0,-9.0,-14.704737885065754,-15,-20,-10,1,-2,1.0,0,0.0,0.0,1.0,0.024793388429752,0.009375,4,0.8,5.247196288241912,-0.885301353510099,1.319052045284209,0.865500352731554,0.098811025040533,19.5332303703317,7,0.027562601333093,,80,40,1936,-364,-1298,2206,-24,-340,0.71,10,0,0,236.1595,-125,-135.14,45,0.5,-0.19,-0.01,75.0,64,0.03,-0.03,0.94,0.7,1,0.0,,0,0,0,0,0,0,0,0,150.0,91.0,3.0,2.333333333333333,-0.0,0.7317073170731707,50.0,0.36585365853658536,1.25,0.5377777777777778,0.7016528925619835,1.0,1.0,1,-0.0,14.704737885065754,15.0,2,0.02,35.0,236,3.933333333333333,1,9,1.0,-0.5625,9.0,1,0.29526211493424626,-1.4,-93.4,-1.0
2025-09-18,2025-09-18 13:32:26.008781800+00:00,2025-09-18 13:32:25+00:00,2025-09-18 13:32:26+00:00,holdout,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:40,24698.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-18_NY.csv,True,248,268,287,278,369,248,-20,228,7.125652624445122,1.0,11.782608695652174,72,294,1,1.666666666666667,0.4,-2,1.0,1,287,30.0,5.0,35.0,18.128568691320176,23,12,32,0,1,1.0,1,0.375,0.91829583405449,0.133333333333333,0.013937282229965,0.009501187648456,3,0.9,9.25439084103808,0.253305286372621,-0.783765103720747,0.957956768776626,0.064571757041579,32.6110205105958,8,0.997317493772753,,150,25,1956,442,2984,3618,-40,482,0.96,10,1,0,146.0088,-175,-94.22,25,0.17,-0.23,0.01,108.33,89,-0.93,0.01,0.72,0.0,0,0.0,,0,0,0,0,0,0,0,0,248.0,228.0,1.0,1.666666666666667,-2.0,0.3401360544217687,248.0,0.8435374149659864,4.083333333333333,0.385752688172043,0.581184668989547,1.0,1.0,1,-2.0,18.128568691320176,23.0,2,0.004032258064516129,223.20000000000002,146,2.433333333333333,3,9,-1.0,1.1666666666666667,5.0,0,4.871431308679824,-0.6,-192.4,-1.0
2025-09-23,2025-09-23 13:35:26.055932600+00:00,2025-09-23 13:35:25+00:00,2025-09-23 13:35:26+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,02:04,24986.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-23_NY.csv,True,-192,-206,-187,-206,-210,19,-192,-178,-7.413879001051782,1.0,0.213114754098361,213,296,-2,-1.0,-0.8,0,0.0,-2,-187,12.0,-15.0,-3.0,-7.893241526840029,-5,-10,-3,1,0,0.6,1,0.714285714285714,0.954434002924965,0.545454545454545,0.016042780748663,0.008356545961003,2,0.6,3.894666543237192,0.495442482199458,0.018190399137404,0.896774918642645,0.111103683401297,15.3367416002059,4,0.014238919713885,,60,15,1245,-157,391,2671,-213,56,0.58,11,0,1,326.0559,-75,-54.3,15,0.25,-0.13,-0.08,61.67,60,-0.05,0.0,1.03,1.12,2,0.0,,0,0,0,0,0,0,0,0,192.0,178.0,2.0,1.0,-0.0,0.6756756756756757,96.0,0.6486486486486487,1.3896713615023475,0.3246527777777778,0.6609625668449198,1.0,1.0,1,-0.0,7.893241526840029,5.0,3,0.010416666666666666,76.80000000000001,326,5.433333333333334,1,9,1.0,-0.25,3.0,0,2.893241526840029,-1.2,-150.8,1.0
2025-09-25,2025-09-25 13:36:10.056791600+00:00,2025-09-25 13:36:09+00:00,2025-09-25 13:36:10+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:26,24501.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-25_NY.csv,True,-102,-99,-155,-139,-167,20,-102,-105,-3.997483687316537,0.996666666666667,0.310810810810811,138,194,0,-1.0,-1.0,1,0.333333333333333,0,-155,37.0,-62.0,-25.0,-29.61525451695405,-31,-51,-21,-1,1,1.0,0,0.333333333333333,0.863120568566631,0.5,0.019354838709677,0.008130081300813,0,-0.2,13.0191618769744,-0.179772290220904,-0.214865041961454,0.930484359811122,0.053089679069384,47.9316320528024,15,0.009157660259055,,185,15,791,-171,-4450,3302,-194,23,1.49,10,0,2,370.0568,-310,-495.98,125,0.08,-0.22,-0.06,95.0,94,-0.59,-0.06,0.51,1.03,3,0.67,,0,0,0,0,0,0,0,0,102.0,105.0,-0.0,1.0,-1.0,0.0,408.0,0.5257731958762887,1.4057971014492754,0.5065359477124183,0.5380645161290323,1.0,0.6666666666666666,0,-4.0,29.61525451695405,31.0,2,-0.0,408.0,370,6.166666666666667,3,9,1.0,-0.6756756756756757,25.0,1,1.3847454830459505,1.0,-74.2,-1.0
2025-09-26,2025-09-26 13:32:19.078466600+00:00,2025-09-26 13:32:18+00:00,2025-09-26 13:32:19+00:00,holdout,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:12,24663.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2025-09-26_NY.csv,True,133,153,162,163,240,133,-12,113,3.006459953866201,0.985507246376812,4.41025641025641,173,211,6,3.333333333333333,1.8,5,2.333333333333333,6,162,43.0,5.0,48.0,30.768065268065268,35,21,47,0,1,0.2,0,0.5,0.863120568566631,0.8125,0.061728395061728,0.029239766081871,3,1.4,12.01550628173056,0.244987866347359,-0.568416996460595,0.938737748402564,0.05003885003885,42.2925057906127,14,1.0,,215,25,1596,380,1395,4657,299,81,1.31,10,0,0,139.0785,-240,-63.06,25,0.12,-0.24,-0.06,135.0,99,-0.73,-0.06,0.63,0.0,0,0.0,,0,0,0,0,0,0,0,0,133.0,113.0,6.0,3.333333333333333,5.0,2.843601895734597,22.166666666666668,0.6303317535545023,1.2196531791907514,0.40601503759398494,0.6037037037037037,1.0,1.0,1,0.8333333333333334,30.768065268065268,35.0,2,0.045112781954887216,8.866666666666667,139,2.316666666666667,4,9,-1.0,1.1162790697674418,5.0,0,4.231934731934732,-4.2,-100.4,-1.0
