feature_a,family_a,feature_b,family_b,spearman,pearson,abs_spearman,redundant_ge_0_90
PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,-0.08596393504304892,-0.0077617480137175425,0.08596393504304892,0
PreBurst_Impulse_Decay_Slope_5s,PERSISTENCE_EXHAUSTION,execution_side_sign,OTHER_CAUSAL_CONTEXT,0.0859270451168028,0.04205067666484714,0.0859270451168028,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,Body_AtEntry,OTHER_CAUSAL_CONTEXT,-0.08582215217167576,-0.062194767394567606,0.08582215217167576,0
PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,signed_delta_1s,FLOW_BURST_QUALITY,-0.08581713969385758,-0.10365198968924283,0.08581713969385758,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,-0.08581651065948749,-0.11244688556377054,0.08581651065948749,0
Delta_Change_AtEntry,FLOW_BURST_QUALITY,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,0.085795504410806,0.07872747292740545,0.085795504410806,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,0.08577598684686692,0.04114989087426798,0.08577598684686692,0
absorption_pressure_1s,EFFORT_VS_RESULT,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.0857136435656197,-0.01616911270650569,0.0857136435656197,0
Delta10s,FLOW_BURST_QUALITY,Dist_LVN_Ticks,AUCTION_THEORY,-0.0857029568931212,-0.10571156578493277,0.0857029568931212,0
DeltaChange1s,FLOW_BURST_QUALITY,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,-0.08569246071832738,-0.07676420385852882,0.08569246071832738,0
Delta5s,FLOW_BURST_QUALITY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,-0.08565250185585158,-0.04636200524694237,0.08565250185585158,0
month_index,TIME_REGIME,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.08562183448218359,0.03601069830772228,0.08562183448218359,0
Delta1s,FLOW_BURST_QUALITY,Seconds_From_Open_AtEntry,TIME_REGIME,-0.08562117042370615,-0.11897710828807094,0.08562117042370615,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,-0.0855510631926456,-0.019466775127480393,0.0855510631926456,0
Velocity5s,PERSISTENCE_EXHAUSTION,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,0.0854655844799104,0.11354241149372948,0.0854655844799104,0
acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,-0.08545348372002846,-0.08722095824410651,0.08545348372002846,0
Delta5s,FLOW_BURST_QUALITY,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,0.08540249346098061,-0.02887792525794918,0.08540249346098061,0
Delta_Change_AtEntry,FLOW_BURST_QUALITY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.0853633712862597,-0.0524356082624778,0.0853633712862597,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,Volume_AtEntry,FLOW_BURST_QUALITY,-0.08533122374494274,-0.13279512231324098,0.08533122374494274,0
Profile_Position_Percentile,AUCTION_THEORY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.08530415544207984,0.020237209626304833,0.08530415544207984,0
signed_velocity_3s,PERSISTENCE_EXHAUSTION,vwap_poc_spread_ticks,AUCTION_THEORY,0.08529855943993263,0.10979877493826311,0.08529855943993263,0
PeakNegativeDelta,FLOW_BURST_QUALITY,seconds_from_open,TIME_REGIME,-0.08527645454668803,-0.12310641870866935,0.08527645454668803,0
PeakNegativeDelta,FLOW_BURST_QUALITY,minute_from_open,TIME_REGIME,-0.08527645454668803,-0.12310641870866938,0.08527645454668803,0
Delta2s,FLOW_BURST_QUALITY,velocity_consistency,PERSISTENCE_EXHAUSTION,0.0852480163620835,0.07835446049433045,0.0852480163620835,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,profile_confluence_4t,AUCTION_THEORY,-0.08515868470260007,-0.1046746917857273,0.08515868470260007,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,-0.08513363394673952,-0.10933179088462203,0.08513363394673952,0
Delta1s,FLOW_BURST_QUALITY,weekday_index,TIME_REGIME,-0.08507683995075198,-0.09037738787215743,0.08507683995075198,0
Volume_AtEntry,FLOW_BURST_QUALITY,Delta_Change_AtEntry,FLOW_BURST_QUALITY,0.08505387173709901,0.13069585275511383,0.08505387173709901,0
DeltaChange1s,FLOW_BURST_QUALITY,velocity_consistency,PERSISTENCE_EXHAUSTION,0.08502465755477102,0.0732442013799259,0.08502465755477102,0
Dist_LVN_Ticks,AUCTION_THEORY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,-0.08500429786807141,-0.07591399782741051,0.08500429786807141,0
Dist_POC_Ticks,AUCTION_THEORY,velocity_consistency,PERSISTENCE_EXHAUSTION,0.08493478562306174,0.06816864917512677,0.08493478562306174,0
Seconds_From_Open_AtEntry,TIME_REGIME,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,-0.08493303508384313,0.014751855020266925,0.08493303508384313,0
mean_trade_size,FLOW_BURST_QUALITY,profile_confluence_4t,AUCTION_THEORY,0.08484191182913928,0.04485073992093485,0.08484191182913928,0
Delta1s,FLOW_BURST_QUALITY,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.08474043826966578,-0.13652347330942835,0.08474043826966578,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Seconds_From_Open_AtEntry,TIME_REGIME,-0.08473357187437884,-0.12305468702057397,0.08473357187437884,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,burst_efficiency_score,EFFORT_VS_RESULT,0.08469317270814988,0.05024628603443041,0.08469317270814988,0
PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,0.08468010368889624,0.111441055482646,0.08468010368889624,0
Delta1s,FLOW_BURST_QUALITY,minute_from_open,TIME_REGIME,-0.08461736915522206,-0.11901156309314649,0.08461736915522206,0
Delta1s,FLOW_BURST_QUALITY,seconds_from_open,TIME_REGIME,-0.08461736915522206,-0.11901156309314656,0.08461736915522206,0
PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,directional_poc_distance,AUCTION_THEORY,-0.08453084753619289,-0.08126272144377997,0.08453084753619289,0
DeltaPercentile,FLOW_BURST_QUALITY,execution_side_sign,OTHER_CAUSAL_CONTEXT,0.08451329763934147,0.060697024564676745,0.08451329763934147,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Volume_AtEntry,FLOW_BURST_QUALITY,0.0844833132036274,0.02370069102155245,0.0844833132036274,0
Delta5s,FLOW_BURST_QUALITY,mean_trade_size,FLOW_BURST_QUALITY,-0.08443679551382906,0.049966742432894756,0.08443679551382906,0
signed_acceleration_1s,PERSISTENCE_EXHAUSTION,seconds_from_open,TIME_REGIME,-0.08442900118139186,0.014778037624793938,0.08442900118139186,0
signed_acceleration_1s,PERSISTENCE_EXHAUSTION,minute_from_open,TIME_REGIME,-0.08442900118139186,0.014778037624794033,0.08442900118139186,0
Profile_Excess_Kurtosis,AUCTION_THEORY,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,-0.08442570315510081,-0.075125890429426,0.08442570315510081,0
Dist_LVN_Ticks,AUCTION_THEORY,mean_trade_size,FLOW_BURST_QUALITY,-0.0843254155588112,-0.0100285724176725,0.0843254155588112,0
BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,-0.08430948026642049,-0.43997079507278636,0.08430948026642049,0
Delta10s,FLOW_BURST_QUALITY,velocity_consistency,PERSISTENCE_EXHAUSTION,0.08426321521312806,0.08734753583405115,0.08426321521312806,0
Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,execution_side_sign,OTHER_CAUSAL_CONTEXT,0.0841546076218267,0.1147543723737994,0.0841546076218267,0
signed_delta_1s,FLOW_BURST_QUALITY,directional_vwap_distance,AUCTION_THEORY,-0.08414725168447311,0.014134604810698104,0.08414725168447311,0
PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,month_index,TIME_REGIME,0.08413489359904498,0.08735563445561158,0.08413489359904498,0
Dist_HVN_Ticks,AUCTION_THEORY,absorption_pressure_1s,EFFORT_VS_RESULT,0.08410794828970285,-0.03761418634774198,0.08410794828970285,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,-0.08408072357379529,-0.07570097680904295,0.08408072357379529,0
PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,signed_delta_change_1s,FLOW_BURST_QUALITY,-0.08399306151877936,-0.09330663919231572,0.08399306151877936,0
Acceleration1s,PERSISTENCE_EXHAUSTION,profile_confluence_4t,AUCTION_THEORY,0.08397504864449094,0.10243540837210936,0.08397504864449094,0
CumulativeDeltaWindow,FLOW_BURST_QUALITY,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,0.08396497316715858,0.07907920065656798,0.08396497316715858,0
Delta3s,FLOW_BURST_QUALITY,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,0.08396497316715858,0.07907920065656798,0.08396497316715858,0
ContractsPerSecond,FLOW_BURST_QUALITY,profile_confluence_4t,AUCTION_THEORY,0.0839375700286633,0.10364725795859601,0.0839375700286633,0
Dist_HVN_Ticks,AUCTION_THEORY,burst_efficiency_score,EFFORT_VS_RESULT,-0.08383074238554883,-0.1207950649967563,0.08383074238554883,0
TicksPerSecond,TIME_REGIME,Profile_Local_Maxima_Count,AUCTION_THEORY,-0.08376844880986412,0.018652403804965075,0.08376844880986412,0
Velocity1s,PERSISTENCE_EXHAUSTION,Profile_Local_Maxima_Count,AUCTION_THEORY,-0.08376844880986412,0.018652403804965075,0.08376844880986412,0
Velocity1s,PERSISTENCE_EXHAUSTION,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,-0.08373730496488109,-0.06633584279779142,0.08373730496488109,0
TicksPerSecond,TIME_REGIME,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,-0.08373730496488109,-0.06633584279779142,0.08373730496488109,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,or_position_fraction,AUCTION_THEORY,-0.08373309183768972,-0.06482938544677061,0.08373309183768972,0
Acceleration1s,PERSISTENCE_EXHAUSTION,signed_velocity_1s,PERSISTENCE_EXHAUSTION,-0.08373304052746787,0.0062458693334419306,0.08373304052746787,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,absorption_pressure_1s,EFFORT_VS_RESULT,-0.08369945597555617,-0.27665314836401794,0.08369945597555617,0
Delta2s,FLOW_BURST_QUALITY,mean_trade_size,FLOW_BURST_QUALITY,-0.08369499955978564,0.04505743988965816,0.08369499955978564,0
Delta10s,FLOW_BURST_QUALITY,weekday_index,TIME_REGIME,-0.08362900310675664,-0.08009863329772482,0.08362900310675664,0
PeakPositiveDelta,FLOW_BURST_QUALITY,PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,-0.0836272001947624,-0.0498681938329413,0.0836272001947624,0
Delta_AtEntry,FLOW_BURST_QUALITY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,-0.08350451435454487,-0.08189136227513272,0.08350451435454487,0
Dist_OR_Low_Ticks,AUCTION_THEORY,signed_delta_1s,FLOW_BURST_QUALITY,-0.08347680034666607,-0.039357032690607516,0.08347680034666607,0
DeltaPercentile,FLOW_BURST_QUALITY,Dist_OR_Low_Ticks,AUCTION_THEORY,-0.08343882333041193,-0.13322017491973143,0.08343882333041193,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.0834022442126497,0.06555780377526645,0.0834022442126497,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,Score_AtEntry,OTHER_CAUSAL_CONTEXT,-0.08330431490266768,-0.07656529605599699,0.08330431490266768,0
CumulativeDeltaWindow,FLOW_BURST_QUALITY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.08326170801434742,0.027001222808075254,0.08326170801434742,0
Delta3s,FLOW_BURST_QUALITY,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.08326170801434742,0.027001222808075254,0.08326170801434742,0
Profile_Skewness,AUCTION_THEORY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,-0.08325181464760589,0.017741384205965334,0.08325181464760589,0
Dist_POC_Ticks,AUCTION_THEORY,Profile_Std_Ticks,AUCTION_THEORY,-0.08319495885849557,-0.03414752790478021,0.08319495885849557,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.08310250233997622,-0.017802814264703242,0.08310250233997622,0
Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,delta_share_of_volume,FLOW_BURST_QUALITY,0.08305872204728226,0.06275826960774655,0.08305872204728226,0
Delta_AtEntry,FLOW_BURST_QUALITY,mean_trade_size,FLOW_BURST_QUALITY,-0.08303348010741567,0.04526113124882992,0.08303348010741567,0
Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,-0.08278055589729258,-0.11302348250032031,0.08278055589729258,0
Dist_VAH_Ticks,AUCTION_THEORY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,0.08268675355179271,0.0816925895976158,0.08268675355179271,0
Profile_Normalized_Entropy,AUCTION_THEORY,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,-0.08266941226006844,-0.07234015943632635,0.08266941226006844,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,-0.08259601543428888,-0.030766414973304526,0.08259601543428888,0
Dist_VWAP_Ticks,AUCTION_THEORY,signed_velocity_3s,PERSISTENCE_EXHAUSTION,-0.08246274435750156,-0.009384614580946613,0.08246274435750156,0
DeltaPercentile,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,-0.08218118233541478,-0.097685969082748,0.08218118233541478,0
DeltaPercentile,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,-0.08218118233541478,-0.097685969082748,0.08218118233541478,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,distance_nearest_or_edge_ticks,AUCTION_THEORY,0.08207638819751933,0.08216836848624605,0.08207638819751933,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,Nearest_OR_Edge_Distance_Ticks_AtEntry,AUCTION_THEORY,0.08207638819751933,0.08216836848624605,0.08207638819751933,0
delta_share_of_volume,FLOW_BURST_QUALITY,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,0.08190611267007152,0.09020004457170658,0.08190611267007152,0
Dist_OR_Low_Ticks,AUCTION_THEORY,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,0.08185775567323418,-0.04567983304892329,0.08185775567323418,0
Dist_POC_Ticks,AUCTION_THEORY,Profile_Local_Maxima_Count,AUCTION_THEORY,-0.08184438003303918,-0.05937809562226462,0.08184438003303918,0
PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.08176176415546242,-0.08262174581187914,0.08176176415546242,0
DeltaPercentile,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,-0.08169595024448612,-0.12776258973582819,0.08169595024448612,0
PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,distance_nearest_profile_reference_ticks,AUCTION_THEORY,-0.08166748115931963,-0.08609922973910121,0.08166748115931963,0
signed_velocity_3s,PERSISTENCE_EXHAUSTION,seconds_from_open,TIME_REGIME,-0.08163935112457263,0.0011893131357963412,0.08163935112457263,0
signed_velocity_3s,PERSISTENCE_EXHAUSTION,minute_from_open,TIME_REGIME,-0.08163935112457263,0.001189313135796204,0.08163935112457263,0
PeakPositiveDelta,FLOW_BURST_QUALITY,directional_vwap_distance,AUCTION_THEORY,-0.0816252266263144,0.056697573432768454,0.0816252266263144,0
Dist_OR_Low_Ticks,AUCTION_THEORY,Profile_Normalized_Entropy,AUCTION_THEORY,0.08159612666199101,0.09130288949601327,0.08159612666199101,0
Seconds_From_Open_AtEntry,TIME_REGIME,signed_velocity_3s,PERSISTENCE_EXHAUSTION,-0.08156847136418173,0.0011400897750883038,0.08156847136418173,0
Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,weekday_index,TIME_REGIME,0.08148456012192205,0.10955850548551038,0.08148456012192205,0
Dist_HVN_Ticks,AUCTION_THEORY,Score_AtEntry,OTHER_CAUSAL_CONTEXT,0.08146049724619253,0.06895648003363271,0.08146049724619253,0
Acceleration3s,PERSISTENCE_EXHAUSTION,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,-0.08142891098992165,-0.028001800559189646,0.08142891098992165,0
Seconds_From_Open_AtEntry,TIME_REGIME,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.08139797139457487,-0.05241962056601426,0.08139797139457487,0
Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.08137183344285015,0.10218795634583444,0.08137183344285015,0
PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,-0.08130762216124146,-0.0939493419974324,0.08130762216124146,0
Previous_Delta_AtEntry,FLOW_BURST_QUALITY,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,0.08128659396288776,0.05930975223801251,0.08128659396288776,0
Velocity5s,PERSISTENCE_EXHAUSTION,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,0.08123626491468014,-0.0430223591950674,0.08123626491468014,0
Sell_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.08122293329627674,0.050056463733983245,0.08122293329627674,0
Buy_Imbalance_Count_AtEntry,FLOW_BURST_QUALITY,weekday_index,TIME_REGIME,-0.08120593646136127,-0.034441229117437175,0.08120593646136127,0
Dist_POC_Ticks,AUCTION_THEORY,mean_trade_size,FLOW_BURST_QUALITY,-0.08120588817440637,-0.003220587715689042,0.08120588817440637,0
Dist_VAH_Ticks,AUCTION_THEORY,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,0.08116198233246076,-0.004136648523999533,0.08116198233246076,0
Velocity3s,PERSISTENCE_EXHAUSTION,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.08115859568362628,-0.11931993272809942,0.08115859568362628,0
Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,delta_share_of_volume,FLOW_BURST_QUALITY,0.08097062127145417,0.0727040562408261,0.08097062127145417,0
Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,profile_confluence_4t,AUCTION_THEORY,0.08092870536865766,0.07360342569370626,0.08092870536865766,0
Dist_VAH_Ticks,AUCTION_THEORY,PreBurst_Impulse_Decay_Slope_5s,PERSISTENCE_EXHAUSTION,-0.08088328158439938,-0.10620086764596341,0.08088328158439938,0
PeakNegativeDelta,FLOW_BURST_QUALITY,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.08081342817906535,0.05546315533045948,0.08081342817906535,0
Velocity5s,PERSISTENCE_EXHAUSTION,Dist_LVN_Ticks,AUCTION_THEORY,-0.08078737815660245,-0.06564339718619831,0.08078737815660245,0
PreBurst_Rotation_Index_10s,TEMPORAL_SEQUENCE,Profile_Excess_Kurtosis,AUCTION_THEORY,-0.08071628949704154,-0.17755313149957613,0.08071628949704154,0
DeltaPercentile,FLOW_BURST_QUALITY,seconds_from_open,TIME_REGIME,0.08065288416904509,0.21645443907490722,0.08065288416904509,0
DeltaPercentile,FLOW_BURST_QUALITY,minute_from_open,TIME_REGIME,0.08065288416904509,0.21645443907490725,0.08065288416904509,0
ContractsPerSecond,FLOW_BURST_QUALITY,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,0.08064014297155132,0.021448589355720974,0.08064014297155132,0
Delta2s,FLOW_BURST_QUALITY,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,0.08052834236141367,0.16623108211206816,0.08052834236141367,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Profile_Excess_Kurtosis,AUCTION_THEORY,0.08046488886188519,0.1107950126892374,0.08046488886188519,0
seconds_from_open,TIME_REGIME,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.08044233881714173,-0.052470403932091014,0.08044233881714173,0
minute_from_open,TIME_REGIME,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,0.08044233881714173,-0.052470403932091,0.08044233881714173,0
TradesPerSecond,TIME_REGIME,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,0.08034968905150998,-0.003949990457882022,0.08034968905150998,0
Profile_Skewness,AUCTION_THEORY,signed_delta_change_1s,FLOW_BURST_QUALITY,0.08032144007473711,0.002058666035043463,0.08032144007473711,0
Body_AtEntry,OTHER_CAUSAL_CONTEXT,weekday_index,TIME_REGIME,-0.08028411320883341,-0.045261939799748234,0.08028411320883341,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,Profile_Skewness,AUCTION_THEORY,-0.08013100716052392,-0.08176931411647587,0.08013100716052392,0
Delta1s,FLOW_BURST_QUALITY,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,-0.0801048886121136,-0.05434940633398464,0.0801048886121136,0
Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,weekday_index,TIME_REGIME,0.08008930975720896,0.10373579460109646,0.08008930975720896,0
DeltaPercentile,FLOW_BURST_QUALITY,Seconds_From_Open_AtEntry,TIME_REGIME,0.08007423488658157,0.2164598162189945,0.08007423488658157,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Cumulative_Delta_AtEntry,FLOW_BURST_QUALITY,0.08002311755282582,0.07786440022783621,0.08002311755282582,0
signed_delta_1s,FLOW_BURST_QUALITY,or_position_fraction,AUCTION_THEORY,-0.08001695501914009,-0.08958070428122715,0.08001695501914009,0
PreBurst_Impulse_Survival_Seconds,AUCTION_THEORY,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,-0.07998211230487351,-0.07667150670382439,0.07998211230487351,0
Delta_Change_AtEntry,FLOW_BURST_QUALITY,signed_delta_change_1s,FLOW_BURST_QUALITY,-0.07986419589358298,-0.0977642043803948,0.07986419589358298,0
PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,Directional_VWAP_Distance_Ticks_AtEntry,AUCTION_THEORY,-0.07979303128676404,-0.09487700005978093,0.07979303128676404,0
TradesPerSecond,TIME_REGIME,Delta_Change_AtEntry,FLOW_BURST_QUALITY,-0.07966225239287082,-0.03897924077515858,0.07966225239287082,0
Dist_VAH_Ticks,AUCTION_THEORY,signed_delta_1s,FLOW_BURST_QUALITY,-0.07965988908362198,-0.08070180632948742,0.07965988908362198,0
Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,mean_trade_size,FLOW_BURST_QUALITY,0.07963504020266683,0.054381908045827994,0.07963504020266683,0
mean_trade_size,FLOW_BURST_QUALITY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.07956715321912554,-0.0193534337794216,0.07956715321912554,0
PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,-0.0795633235867857,-0.08290384456275922,0.0795633235867857,0
Score_AtEntry,OTHER_CAUSAL_CONTEXT,delta_share_of_volume,FLOW_BURST_QUALITY,0.07952144614562018,0.07037998271949056,0.07952144614562018,0
PreBurst_Local_Entropy_10s,TEMPORAL_SEQUENCE,vwap_poc_spread_ticks,AUCTION_THEORY,0.07951869547277073,0.10707246651088428,0.07951869547277073,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,-0.07940262075015035,0.0021343259406569814,0.07940262075015035,0
Dist_OR_Low_Ticks,AUCTION_THEORY,Profile_Effective_Nodes,AUCTION_THEORY,0.07939296701005744,0.2511574577996524,0.07939296701005744,0
Delta_AtEntry,FLOW_BURST_QUALITY,signed_delta_change_1s,FLOW_BURST_QUALITY,-0.07936558917293858,-0.08817212855324265,0.07936558917293858,0
PreBurst_Reclaim_Count_10s,ACCEPTANCE_RECLAIM,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.0793065450968474,0.08156088305199831,0.0793065450968474,0
Dist_OR_Low_Ticks,AUCTION_THEORY,distance_nearest_profile_reference_ticks,AUCTION_THEORY,0.07926502979085885,0.09698553031471575,0.07926502979085885,0
Velocity3s,PERSISTENCE_EXHAUSTION,Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,0.07924957281048758,-0.07490705900440003,0.07924957281048758,0
Delta2s,FLOW_BURST_QUALITY,PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,0.07922262930435078,0.013974052963326563,0.07922262930435078,0
Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,signed_delta_1s,FLOW_BURST_QUALITY,0.07916927872913296,0.060218060778951386,0.07916927872913296,0
Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,mean_trade_size,FLOW_BURST_QUALITY,0.07912024252585889,0.03535494969684327,0.07912024252585889,0
Dist_OR_High_Ticks,AUCTION_THEORY,PreBurst_Acceptance_Dwell_Ratio_5s,ACCEPTANCE_RECLAIM,-0.07911013076458687,-0.18742869625789518,0.07911013076458687,0
Velocity5s,PERSISTENCE_EXHAUSTION,Profile_Excess_Kurtosis,AUCTION_THEORY,0.0790486149445522,0.07972239207931416,0.0790486149445522,0
DeltaPercentile,FLOW_BURST_QUALITY,Previous_Volume_AtEntry,FLOW_BURST_QUALITY,-0.07899011731719303,-0.20139847299095248,0.07899011731719303,0
ContractsPerSecond,FLOW_BURST_QUALITY,execution_side_sign,OTHER_CAUSAL_CONTEXT,0.07895621868096118,0.10660872792518496,0.07895621868096118,0
PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,-0.07895394813135322,-0.10536615092337016,0.07895394813135322,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,Profile_Excess_Kurtosis,AUCTION_THEORY,0.07894215796036422,0.17076715616058877,0.07894215796036422,0
signed_delta_1s,FLOW_BURST_QUALITY,signed_velocity_1s,PERSISTENCE_EXHAUSTION,0.07889496277129415,0.22164858939569493,0.07889496277129415,0
Delta5s,FLOW_BURST_QUALITY,DeltaPercentile,FLOW_BURST_QUALITY,-0.07888175224382907,-0.05446459709831893,0.07888175224382907,0
