request_id,fecha,year,BurstId,burst_side,decision_utc,dataset,schema,symbols,stype_in,stype_out,start_utc,end_utc_exclusive,window_milliseconds,purpose,original_request_id,label_end_utc_exclusive,request_window_milliseconds,label_window_milliseconds,padding_policy
NQ_JOINT_AB_V4_MBO_2022-07-18_LB_20220718_093105_SELL_0001_PAD100MS,2022-07-18,2022,LB_20220718_093105_SELL_0001,SELL,2022-07-18T13:31:06.004000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-07-18T13:31:05.904000+00:00,2022-07-18T13:31:11.104000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-07-18_LB_20220718_093105_SELL_0001,2022-07-18T13:31:11.004000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-07-19_LB_20220719_093600_SELL_0001_PAD100MS,2022-07-19,2022,LB_20220719_093600_SELL_0001,SELL,2022-07-19T13:36:01.015000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-07-19T13:36:00.915000+00:00,2022-07-19T13:36:06.115000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-07-19_LB_20220719_093600_SELL_0001,2022-07-19T13:36:06.015000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-07-20_LB_20220720_093414_BUY_0001_PAD100MS,2022-07-20,2022,LB_20220720_093414_BUY_0001,BUY,2022-07-20T13:34:15.086000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-07-20T13:34:14.986000+00:00,2022-07-20T13:34:20.186000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-07-20_LB_20220720_093414_BUY_0001,2022-07-20T13:34:20.086000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-07-26_LB_20220726_093111_SELL_0001_PAD100MS,2022-07-26,2022,LB_20220726_093111_SELL_0001,SELL,2022-07-26T13:31:12.026000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-07-26T13:31:11.926000+00:00,2022-07-26T13:31:17.126000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-07-26_LB_20220726_093111_SELL_0001,2022-07-26T13:31:17.026000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-07-29_LB_20220729_093500_SELL_0001_PAD100MS,2022-07-29,2022,LB_20220729_093500_SELL_0001,SELL,2022-07-29T13:35:01.099000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-07-29T13:35:00.999000+00:00,2022-07-29T13:35:06.199000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-07-29_LB_20220729_093500_SELL_0001,2022-07-29T13:35:06.099000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-08-01_LB_20220801_093127_SELL_0001_PAD100MS,2022-08-01,2022,LB_20220801_093127_SELL_0001,SELL,2022-08-01T13:31:28.101000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-08-01T13:31:28.001000+00:00,2022-08-01T13:31:33.201000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-08-01_LB_20220801_093127_SELL_0001,2022-08-01T13:31:33.101000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-08-04_LB_20220804_093511_BUY_0001_PAD100MS,2022-08-04,2022,LB_20220804_093511_BUY_0001,BUY,2022-08-04T13:35:12.032000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-08-04T13:35:11.932000+00:00,2022-08-04T13:35:17.132000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-08-04_LB_20220804_093511_BUY_0001,2022-08-04T13:35:17.032000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-08-09_LB_20220809_093105_SELL_0001_PAD100MS,2022-08-09,2022,LB_20220809_093105_SELL_0001,SELL,2022-08-09T13:31:06.048000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-08-09T13:31:05.948000+00:00,2022-08-09T13:31:11.148000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-08-09_LB_20220809_093105_SELL_0001,2022-08-09T13:31:11.048000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-08-15_LB_20220815_093300_BUY_0001_PAD100MS,2022-08-15,2022,LB_20220815_093300_BUY_0001,BUY,2022-08-15T13:33:01.053000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-08-15T13:33:00.953000+00:00,2022-08-15T13:33:06.153000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-08-15_LB_20220815_093300_BUY_0001,2022-08-15T13:33:06.053000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-08-17_LB_20220817_093558_BUY_0001_PAD100MS,2022-08-17,2022,LB_20220817_093558_BUY_0001,BUY,2022-08-17T13:35:59.026000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-08-17T13:35:58.926000+00:00,2022-08-17T13:36:04.126000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-08-17_LB_20220817_093558_BUY_0001,2022-08-17T13:36:04.026000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-08-31_LB_20220831_093400_SELL_0001_PAD100MS,2022-08-31,2022,LB_20220831_093400_SELL_0001,SELL,2022-08-31T13:34:01.039000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-08-31T13:34:00.939000+00:00,2022-08-31T13:34:06.139000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-08-31_LB_20220831_093400_SELL_0001,2022-08-31T13:34:06.039000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-09-01_LB_20220901_093124_SELL_0002_PAD100MS,2022-09-01,2022,LB_20220901_093124_SELL_0002,SELL,2022-09-01T13:31:25.053000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-09-01T13:31:24.953000+00:00,2022-09-01T13:31:30.153000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-09-01_LB_20220901_093124_SELL_0002,2022-09-01T13:31:30.053000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-09-06_LB_20220906_093405_BUY_0001_PAD100MS,2022-09-06,2022,LB_20220906_093405_BUY_0001,BUY,2022-09-06T13:34:06.074000+00:00,GLBX.MDP3,mbo,NQU2,raw_symbol,instrument_id,2022-09-06T13:34:05.974000+00:00,2022-09-06T13:34:11.174000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-09-06_LB_20220906_093405_BUY_0001,2022-09-06T13:34:11.074000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-09-28_LB_20220928_093328_SELL_0001_PAD100MS,2022-09-28,2022,LB_20220928_093328_SELL_0001,SELL,2022-09-28T13:33:29.039000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-09-28T13:33:28.939000+00:00,2022-09-28T13:33:34.139000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-09-28_LB_20220928_093328_SELL_0001,2022-09-28T13:33:34.039000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-10-11_LB_20221011_093101_SELL_0001_PAD100MS,2022-10-11,2022,LB_20221011_093101_SELL_0001,SELL,2022-10-11T13:31:02.078000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-10-11T13:31:01.978000+00:00,2022-10-11T13:31:07.178000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-10-11_LB_20221011_093101_SELL_0001,2022-10-11T13:31:07.078000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-10-18_LB_20221018_093155_SELL_0001_PAD100MS,2022-10-18,2022,LB_20221018_093155_SELL_0001,SELL,2022-10-18T13:31:56.038000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-10-18T13:31:55.938000+00:00,2022-10-18T13:32:01.138000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-10-18_LB_20221018_093155_SELL_0001,2022-10-18T13:32:01.038000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-10-25_LB_20221025_093119_BUY_0001_PAD100MS,2022-10-25,2022,LB_20221025_093119_BUY_0001,BUY,2022-10-25T13:31:20.076000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-10-25T13:31:19.976000+00:00,2022-10-25T13:31:25.176000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-10-25_LB_20221025_093119_BUY_0001,2022-10-25T13:31:25.076000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-10-26_LB_20221026_093108_SELL_0002_PAD100MS,2022-10-26,2022,LB_20221026_093108_SELL_0002,SELL,2022-10-26T13:31:09.077000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-10-26T13:31:08.977000+00:00,2022-10-26T13:31:14.177000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-10-26_LB_20221026_093108_SELL_0002,2022-10-26T13:31:14.077000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-10-27_LB_20221027_093628_SELL_0001_PAD100MS,2022-10-27,2022,LB_20221027_093628_SELL_0001,SELL,2022-10-27T13:36:29.053000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-10-27T13:36:28.953000+00:00,2022-10-27T13:36:34.153000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-10-27_LB_20221027_093628_SELL_0001,2022-10-27T13:36:34.053000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-10-28_LB_20221028_093127_BUY_0001_PAD100MS,2022-10-28,2022,LB_20221028_093127_BUY_0001,BUY,2022-10-28T13:31:28.046000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-10-28T13:31:27.946000+00:00,2022-10-28T13:31:33.146000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-10-28_LB_20221028_093127_BUY_0001,2022-10-28T13:31:33.046000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2022-11-03_LB_20221103_093349_BUY_0001_PAD100MS,2022-11-03,2022,LB_20221103_093349_BUY_0001,BUY,2022-11-03T13:33:50.021000+00:00,GLBX.MDP3,mbo,NQZ2,raw_symbol,instrument_id,2022-11-03T13:33:49.921000+00:00,2022-11-03T13:33:55.121000+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2022-11-03_LB_20221103_093349_BUY_0001,2022-11-03T13:33:55.021000+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-03-21_LB_20230321_093130_BUY_0001_PAD100MS,2023-03-21,2023,LB_20230321_093130_BUY_0001,BUY,2023-03-21T13:31:31.049993+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-03-21T13:31:30.949993+00:00,2023-03-21T13:31:36.149993+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-03-21_LB_20230321_093130_BUY_0001,2023-03-21T13:31:36.049993+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-03-28_LB_20230328_093202_SELL_0001_PAD100MS,2023-03-28,2023,LB_20230328_093202_SELL_0001,SELL,2023-03-28T13:32:03.022952+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-03-28T13:32:02.922952+00:00,2023-03-28T13:32:08.122952+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-03-28_LB_20230328_093202_SELL_0001,2023-03-28T13:32:08.022952+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-04-03_LB_20230403_093250_BUY_0001_PAD100MS,2023-04-03,2023,LB_20230403_093250_BUY_0001,BUY,2023-04-03T13:32:51.099847+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-04-03T13:32:50.999847+00:00,2023-04-03T13:32:56.199847+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-04-03_LB_20230403_093250_BUY_0001,2023-04-03T13:32:56.099847+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-04-04_LB_20230404_093600_SELL_0001_PAD100MS,2023-04-04,2023,LB_20230404_093600_SELL_0001,SELL,2023-04-04T13:36:01.053737+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-04-04T13:36:00.953737+00:00,2023-04-04T13:36:06.153737+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-04-04_LB_20230404_093600_SELL_0001,2023-04-04T13:36:06.053737+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-04-19_LB_20230419_093353_SELL_0001_PAD100MS,2023-04-19,2023,LB_20230419_093353_SELL_0001,SELL,2023-04-19T13:33:54.064843+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-04-19T13:33:53.964843+00:00,2023-04-19T13:33:59.164843+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-04-19_LB_20230419_093353_SELL_0001,2023-04-19T13:33:59.064843+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-04-26_LB_20230426_093201_SELL_0001_PAD100MS,2023-04-26,2023,LB_20230426_093201_SELL_0001,SELL,2023-04-26T13:32:02.055938+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-04-26T13:32:01.955938+00:00,2023-04-26T13:32:07.155938+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-04-26_LB_20230426_093201_SELL_0001,2023-04-26T13:32:07.055938+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-05-03_LB_20230503_093500_BUY_0001_PAD100MS,2023-05-03,2023,LB_20230503_093500_BUY_0001,BUY,2023-05-03T13:35:01.053012+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-05-03T13:35:00.953012+00:00,2023-05-03T13:35:06.153012+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-05-03_LB_20230503_093500_BUY_0001,2023-05-03T13:35:06.053012+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-05-11_LB_20230511_093202_SELL_0001_PAD100MS,2023-05-11,2023,LB_20230511_093202_SELL_0001,SELL,2023-05-11T13:32:03.023827+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-05-11T13:32:02.923827+00:00,2023-05-11T13:32:08.123827+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-05-11_LB_20230511_093202_SELL_0001,2023-05-11T13:32:08.023827+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-05-18_LB_20230518_093436_BUY_0001_PAD100MS,2023-05-18,2023,LB_20230518_093436_BUY_0001,BUY,2023-05-18T13:34:37.130016+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-05-18T13:34:37.030016+00:00,2023-05-18T13:34:42.230016+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-05-18_LB_20230518_093436_BUY_0001,2023-05-18T13:34:42.130016+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-05-22_LB_20230522_093356_BUY_0001_PAD100MS,2023-05-22,2023,LB_20230522_093356_BUY_0001,BUY,2023-05-22T13:33:57.065921+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-05-22T13:33:56.965921+00:00,2023-05-22T13:34:02.165921+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-05-22_LB_20230522_093356_BUY_0001,2023-05-22T13:34:02.065921+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-05-26_LB_20230526_093357_BUY_0001_PAD100MS,2023-05-26,2023,LB_20230526_093357_BUY_0001,BUY,2023-05-26T13:33:58.020596+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-05-26T13:33:57.920596+00:00,2023-05-26T13:34:03.120596+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-05-26_LB_20230526_093357_BUY_0001,2023-05-26T13:34:03.020596+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-05-31_LB_20230531_093156_BUY_0001_PAD100MS,2023-05-31,2023,LB_20230531_093156_BUY_0001,BUY,2023-05-31T13:31:57.052030+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-05-31T13:31:56.952030+00:00,2023-05-31T13:32:02.152030+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-05-31_LB_20230531_093156_BUY_0001,2023-05-31T13:32:02.052030+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
NQ_JOINT_AB_V4_MBO_2023-06-05_LB_20230605_093500_BUY_0001_PAD100MS,2023-06-05,2023,LB_20230605_093500_BUY_0001,BUY,2023-06-05T13:35:01.036505+00:00,GLBX.MDP3,mbo,NQM3,raw_symbol,instrument_id,2023-06-05T13:35:00.936505+00:00,2023-06-05T13:35:06.136505+00:00,5100,INDEPENDENT_5S_LABEL_ONLY_NEVER_PREDICTOR,NQ_JOINT_AB_V4_MBO_2023-06-05_LB_20230605_093500_BUY_0001,2023-06-05T13:35:06.036505+00:00,5200,5100,END_TSRECV_PLUS_100MS_NEVER_LABEL
