concept,action,train_end,test_start,test_end,threshold,n,wins,losses,wr,pf_gross,pf_after_2t,wilson_low
FADE_high_volume_edge,FADE,2026-02-23,2026-02-24,2026-04-22,0.010854037267080747,39,18,21,0.46153846153846156,0.8571428571428571,0.75,0.31566885606727857
FADE_high_volume_edge,FADE,2026-04-22,2026-04-23,2026-06-17,0.04953768104083136,23,13,10,0.5652173913043478,1.3,1.1375,0.36811375085016473
FADE_high_volume_edge,FADE,2026-06-17,2026-06-19,2026-06-26,0.052818627450980454,3,0,3,0.0,0.0,0.0,0.0
FADE_unfinished_auction,FADE,2025-07-08,2025-07-09,2025-09-02,0.0,40,23,17,0.575,1.3529411764705883,1.1838235294117647,0.42195068541991076
FADE_unfinished_auction,FADE,2025-09-02,2025-09-03,2025-10-29,0.0,40,24,16,0.6,1.5,1.3125,0.4459589366034619
FADE_unfinished_auction,FADE,2025-10-29,2025-10-30,2025-12-26,0.0,40,15,25,0.375,0.6,0.525,0.24222979167233274
FADE_unfinished_auction,FADE,2025-12-26,2025-12-29,2026-02-23,0.0,40,23,17,0.575,1.3529411764705883,1.1838235294117647,0.42195068541991076
FADE_unfinished_auction,FADE,2026-02-23,2026-02-24,2026-04-22,0.0,40,19,21,0.475,0.9047619047619048,0.7916666666666666,0.3293547011267891
FADE_unfinished_auction,FADE,2026-04-22,2026-04-23,2026-06-17,0.0,40,17,23,0.425,0.7391304347826086,0.6467391304347826,0.28509392559950375
FADE_unfinished_auction,FADE,2026-06-17,2026-06-19,2026-06-26,0.0,6,2,4,0.3333333333333333,0.5,0.4375,0.09677141110578047
