date,year,ny_utc_offset,season,nq_entry_utc,nq_or_high,nq_or_low,es_or_high,es_or_low,es_last_utc,es_lag_seconds,es_last_close,es_confirm,gross_ticks,net_ticks,mae_ticks,mae_net_ticks,exit_reason
2022-09-19,2022,-4,EDT_SEEN,2022-09-19T13:31:00+00:00,11836.5,11815.75,3858.25,3853.25,2022-09-19T13:30:59+00:00,1.0,3858.0,False,60.0,56.0,-13.0,-17.0,TP
2022-09-20,2022,-4,EDT_SEEN,2022-09-20T13:31:03+00:00,11926.5,11914.0,3885.0,3882.0,2022-09-20T13:31:02+00:00,1.0,3883.75,False,-60.0,-64.0,-60.0,-64.0,SL
2022-09-21,2022,-4,EDT_SEEN,2022-09-21T13:31:04+00:00,11973.25,11956.25,3898.0,3892.75,2022-09-21T13:31:03+00:00,1.0,3898.0,False,-60.0,-64.0,-60.0,-64.0,SL
2022-09-22,2022,-4,EDT_SEEN,2022-09-22T13:31:00+00:00,11678.5,11632.25,3805.25,3795.25,2022-09-22T13:30:59+00:00,1.0,3805.0,False,-60.0,-64.0,-66.0,-70.0,SL
2022-09-23,2022,-4,EDT_SEEN,2022-09-23T13:31:29+00:00,11462.75,11441.5,3735.25,3729.0,2022-09-23T13:31:28+00:00,1.0,3732.0,False,-60.0,-64.0,-65.0,-69.0,SL
2022-09-26,2022,-4,EDT_SEEN,2022-09-26T13:31:00+00:00,11377.0,11342.5,3697.25,3688.5,2022-09-26T13:30:59+00:00,1.0,3697.0,False,60.0,56.0,-9.0,-13.0,TP
2022-09-28,2022,-4,EDT_SEEN,2022-09-28T13:31:08+00:00,11335.0,11307.5,3672.0,3663.5,2022-09-28T13:31:07+00:00,1.0,3668.5,False,-60.0,-64.0,-87.0,-91.0,SL
2022-09-30,2022,-4,EDT_SEEN,2022-09-30T13:31:03+00:00,11202.75,11173.5,3651.0,3643.25,2022-09-30T13:31:02+00:00,1.0,3650.25,False,-60.0,-64.0,-62.0,-66.0,SL
2022-10-03,2022,-4,EDT_SEEN,2022-10-03T13:31:18+00:00,11125.5,11102.0,3639.5,3634.5,2022-10-03T13:31:17+00:00,1.0,3639.0,False,-60.0,-64.0,-62.0,-66.0,SL
2022-10-04,2022,-4,EDT_SEEN,2022-10-04T13:32:08+00:00,11539.5,11514.25,3755.25,3748.5,2022-10-04T13:32:07+00:00,1.0,3754.0,False,60.0,56.0,-27.0,-31.0,TP
2022-10-05,2022,-4,EDT_SEEN,2022-10-05T13:31:22+00:00,11501.5,11478.25,3763.25,3758.25,2022-10-05T13:31:21+00:00,1.0,3764.0,True,60.0,56.0,-17.0,-21.0,TP
2022-10-06,2022,-4,EDT_SEEN,2022-10-06T13:31:05+00:00,11614.0,11589.25,3783.5,3777.5,2022-10-06T13:31:04+00:00,1.0,3783.25,False,60.0,56.0,-32.0,-36.0,TP
2022-10-10,2022,-4,EDT_SEEN,2022-10-10T13:31:10+00:00,11119.0,11102.5,3665.5,3660.75,2022-10-10T13:31:09+00:00,1.0,3663.0,False,-60.0,-64.0,-60.0,-64.0,SL
2022-10-14,2022,-4,EDT_SEEN,2022-10-14T13:31:16+00:00,11194.75,11172.0,3708.5,3702.75,2022-10-14T13:31:15+00:00,1.0,3708.75,True,-60.0,-64.0,-67.0,-71.0,SL
2022-10-17,2022,-4,EDT_SEEN,2022-10-17T13:31:12+00:00,11034.75,10999.0,3670.75,3661.5,2022-10-17T13:31:11+00:00,1.0,3672.0,True,60.0,56.0,-49.0,-53.0,TP
2022-10-19,2022,-4,EDT_SEEN,2022-10-19T13:31:00+00:00,11155.75,11118.75,3717.5,3708.5,2022-10-19T13:30:59+00:00,1.0,3716.75,False,-60.0,-64.0,-64.0,-68.0,SL
2022-10-20,2022,-4,EDT_SEEN,2022-10-20T13:31:00+00:00,11139.75,11103.5,3704.75,3698.5,2022-10-20T13:30:59+00:00,1.0,3703.25,False,60.0,56.0,-31.0,-35.0,TP
2022-10-25,2022,-4,EDT_SEEN,2022-10-25T13:31:17+00:00,11548.5,11515.0,3816.25,3807.0,2022-10-25T13:31:16+00:00,1.0,3815.5,False,60.0,56.0,-24.0,-28.0,TP
2022-10-27,2022,-4,EDT_SEEN,2022-10-27T13:31:00+00:00,11449.75,11400.5,3859.75,3850.5,2022-10-27T13:30:59+00:00,1.0,3859.5,False,-60.0,-64.0,-75.0,-79.0,SL
2022-10-28,2022,-4,EDT_SEEN,2022-10-28T13:31:17+00:00,11246.0,11206.25,3823.5,3816.5,2022-10-28T13:31:16+00:00,1.0,3824.0,True,60.0,56.0,-18.0,-22.0,TP
2022-10-31,2022,-4,EDT_SEEN,2022-10-31T13:31:04+00:00,11511.75,11483.0,3890.0,3882.75,2022-10-31T13:31:03+00:00,1.0,3886.0,False,-60.0,-64.0,-60.0,-64.0,SL
2022-11-07,2022,-5,EST_HOLDOUT,2022-11-07T14:31:08+00:00,10964.25,10935.0,3798.0,3792.75,2022-11-07T14:31:07+00:00,1.0,3797.25,False,-60.0,-64.0,-81.0,-85.0,SL
2022-11-14,2022,-5,EST_HOLDOUT,2022-11-14T14:31:04+00:00,11769.75,11752.5,3984.25,3979.75,2022-11-14T14:31:03+00:00,1.0,3983.25,False,60.0,56.0,-6.0,-10.0,TP
2022-11-15,2022,-5,EST_HOLDOUT,2022-11-15T14:32:39+00:00,12062.25,12021.0,4034.5,4026.25,2022-11-15T14:32:38+00:00,1.0,4037.5,True,-60.0,-64.0,-60.0,-64.0,SL
2022-11-17,2022,-5,EST_HOLDOUT,2022-11-17T14:31:12+00:00,11566.0,11543.75,3922.25,3916.0,2022-11-17T14:31:11+00:00,1.0,3921.75,False,60.0,56.0,-9.0,-13.0,TP
2022-11-21,2022,-5,EST_HOLDOUT,2022-11-21T14:31:15+00:00,11676.75,11648.25,3966.25,3958.25,2022-11-21T14:31:14+00:00,1.0,3965.25,False,60.0,56.0,-7.0,-11.0,TP
2022-11-23,2022,-5,EST_HOLDOUT,2022-11-23T14:31:16+00:00,11759.25,11745.25,4009.0,4005.0,2022-11-23T14:31:15+00:00,1.0,4009.25,True,60.0,56.0,-15.0,-19.0,TP
2022-11-28,2022,-5,EST_HOLDOUT,2022-11-28T14:31:25+00:00,11726.25,11694.0,4007.0,3999.5,2022-11-28T14:31:24+00:00,1.0,4006.75,False,60.0,56.0,-16.0,-20.0,TP
2022-11-30,2022,-5,EST_HOLDOUT,2022-11-30T14:31:33+00:00,11541.0,11521.5,3967.5,3961.75,2022-11-30T14:31:32+00:00,1.0,3967.5,False,-60.0,-64.0,-71.0,-75.0,SL
2022-12-01,2022,-5,EST_HOLDOUT,2022-12-01T14:32:19+00:00,12063.5,12031.5,4097.5,4089.25,2022-12-01T14:32:18+00:00,1.0,4096.5,False,60.0,56.0,-10.0,-14.0,TP
2022-12-02,2022,-5,EST_HOLDOUT,2022-12-02T14:31:24+00:00,11888.75,11844.25,4039.5,4027.5,2022-12-02T14:31:23+00:00,1.0,4037.25,False,60.0,56.0,-54.0,-58.0,TP
2022-12-05,2022,-5,EST_HOLDOUT,2022-12-05T14:31:11+00:00,11933.25,11911.75,4047.75,4044.25,2022-12-05T14:31:10+00:00,1.0,4046.5,False,60.0,56.0,-27.0,-31.0,TP
2022-12-07,2022,-5,EST_HOLDOUT,2022-12-07T14:31:14+00:00,11535.0,11495.25,3938.75,3930.5,2022-12-07T14:31:13+00:00,1.0,3939.0,True,-60.0,-64.0,-64.0,-68.0,SL
2022-12-14,2022,-5,EST_HOLDOUT,2022-12-14T14:32:47+00:00,11838.25,11811.25,4025.0,4018.25,2022-12-14T14:32:46+00:00,1.0,4026.25,True,60.0,56.0,-7.0,-11.0,TP
2022-12-15,2022,-5,EST_HOLDOUT,2022-12-15T14:31:17+00:00,11594.5,11565.5,3951.5,3943.0,2022-12-15T14:31:16+00:00,1.0,3950.75,False,-60.0,-64.0,-74.0,-78.0,SL
2022-12-23,2022,-5,EST_HOLDOUT,2022-12-23T14:31:35+00:00,11020.75,10988.25,3844.25,3837.5,2022-12-23T14:31:34+00:00,1.0,3843.5,False,60.0,56.0,-11.0,-15.0,TP
2023-01-09,2023,-5,EST_HOLDOUT,2023-01-09T14:31:00+00:00,11222.0,11199.25,3940.25,3933.5,2023-01-09T14:30:59+00:00,1.0,3938.5,False,60.0,56.0,-52.0,-56.0,TP
2023-01-10,2023,-5,EST_HOLDOUT,2023-01-10T14:31:30+00:00,11172.0,11138.0,3914.25,3906.25,2023-01-10T14:31:29+00:00,1.0,3912.5,False,60.0,56.0,-33.0,-37.0,TP
2023-01-12,2023,-5,EST_HOLDOUT,2023-01-12T14:31:00+00:00,11515.5,11489.75,4003.0,3997.0,2023-01-12T14:30:59+00:00,1.0,4000.5,False,-60.0,-64.0,-75.0,-79.0,SL
2023-01-13,2023,-5,EST_HOLDOUT,2023-01-13T14:31:04+00:00,11441.5,11420.0,3974.0,3968.25,2023-01-13T14:31:03+00:00,1.0,3973.0,False,-60.0,-64.0,-62.0,-66.0,SL
2023-01-18,2023,-5,EST_HOLDOUT,2023-01-18T14:31:15+00:00,11717.5,11691.5,4026.0,4020.5,2023-01-18T14:31:14+00:00,1.0,4025.25,False,-60.0,-64.0,-61.0,-65.0,SL
2023-01-19,2023,-5,EST_HOLDOUT,2023-01-19T14:31:03+00:00,11424.25,11396.75,3927.0,3920.25,2023-01-19T14:31:02+00:00,1.0,3926.75,False,-60.0,-64.0,-61.0,-65.0,SL
2023-01-26,2023,-5,EST_HOLDOUT,2023-01-26T14:31:00+00:00,12039.25,12016.5,4062.75,4057.25,2023-01-26T14:30:59+00:00,1.0,4062.5,False,60.0,56.0,-5.0,-9.0,TP
2023-01-27,2023,-5,EST_HOLDOUT,2023-01-27T14:31:00+00:00,12067.25,12041.75,4065.25,4061.75,2023-01-27T14:30:59+00:00,1.0,4065.0,False,60.0,56.0,-20.0,-24.0,TP
2023-01-30,2023,-5,EST_HOLDOUT,2023-01-30T14:31:28+00:00,12108.0,12077.5,4060.0,4053.0,2023-01-30T14:31:27+00:00,1.0,4060.75,True,-60.0,-64.0,-60.0,-64.0,SL
2023-01-31,2023,-5,EST_HOLDOUT,2023-01-31T14:31:00+00:00,11999.0,11969.0,4041.75,4036.0,2023-01-31T14:30:59+00:00,1.0,4040.0,False,60.0,56.0,-45.0,-49.0,TP
2023-02-01,2023,-5,EST_HOLDOUT,2023-02-01T14:31:01+00:00,12150.0,12131.25,4079.0,4075.75,2023-02-01T14:31:00+00:00,1.0,4078.5,False,-60.0,-64.0,-63.0,-67.0,SL
2023-02-02,2023,-5,EST_HOLDOUT,2023-02-02T14:31:08+00:00,12725.0,12680.75,4175.5,4171.75,2023-02-02T14:31:07+00:00,1.0,4174.5,False,-60.0,-64.0,-76.0,-80.0,SL
2023-02-03,2023,-5,EST_HOLDOUT,2023-02-03T14:31:00+00:00,12592.25,12558.5,4146.5,4139.25,2023-02-03T14:30:59+00:00,1.0,4145.75,False,-60.0,-64.0,-67.0,-71.0,SL
2023-02-06,2023,-5,EST_HOLDOUT,2023-02-06T14:31:13+00:00,12531.25,12502.5,4126.75,4121.0,2023-02-06T14:31:12+00:00,1.0,4127.25,True,60.0,56.0,-17.0,-21.0,TP
2023-02-10,2023,-5,EST_HOLDOUT,2023-02-10T14:33:46+00:00,12376.0,12330.25,4085.75,4078.25,2023-02-10T14:33:45+00:00,1.0,4085.25,False,60.0,56.0,-55.0,-59.0,TP
2023-02-15,2023,-5,EST_HOLDOUT,2023-02-15T14:31:20+00:00,12572.0,12552.25,4123.75,4120.0,2023-02-15T14:31:19+00:00,1.0,4121.25,False,60.0,56.0,-10.0,-14.0,TP
2023-02-16,2023,-5,EST_HOLDOUT,2023-02-16T14:31:13+00:00,12543.25,12522.5,4110.0,4103.5,2023-02-16T14:31:12+00:00,1.0,4108.25,False,-60.0,-64.0,-62.0,-66.0,SL
2023-02-17,2023,-5,EST_HOLDOUT,2023-02-17T14:31:11+00:00,12390.25,12373.0,4076.75,4074.0,2023-02-17T14:31:10+00:00,1.0,4074.0,False,60.0,56.0,-35.0,-39.0,TP
2023-02-22,2023,-5,EST_HOLDOUT,2023-02-22T14:31:43+00:00,12137.75,12115.5,4012.25,4007.5,2023-02-22T14:31:42+00:00,1.0,4011.25,False,60.0,56.0,-6.0,-10.0,TP
2023-02-24,2023,-5,EST_HOLDOUT,2023-02-24T14:32:05+00:00,12007.25,11981.0,3968.25,3964.0,2023-02-24T14:32:04+00:00,1.0,3965.0,False,60.0,56.0,-35.0,-39.0,TP
2023-02-28,2023,-5,EST_HOLDOUT,2023-02-28T14:31:05+00:00,12068.25,12054.75,3983.75,3980.5,2023-02-28T14:31:04+00:00,1.0,3981.5,False,-60.0,-64.0,-69.0,-73.0,SL
2023-03-02,2023,-5,EST_HOLDOUT,2023-03-02T14:32:13+00:00,11867.0,11846.25,3938.25,3933.25,2023-03-02T14:32:12+00:00,1.0,3935.75,False,60.0,56.0,-44.0,-48.0,TP
2023-03-08,2023,-5,EST_HOLDOUT,2023-03-08T14:31:00+00:00,12207.75,12184.0,3994.5,3989.75,2023-03-08T14:30:59+00:00,1.0,3994.25,False,-60.0,-64.0,-60.0,-64.0,SL
2023-03-09,2023,-5,EST_HOLDOUT,2023-03-09T14:31:23+00:00,12257.5,12238.75,4004.0,4000.0,2023-03-09T14:31:22+00:00,1.0,4003.5,False,-60.0,-64.0,-62.0,-66.0,SL
2023-03-13,2023,-4,EDT_SEEN,2023-03-13T13:31:00+00:00,11795.75,11758.5,3826.75,3818.0,2023-03-13T13:30:59+00:00,1.0,3824.0,False,-60.0,-64.0,-70.0,-74.0,SL
2023-03-14,2023,-4,EDT_SEEN,2023-03-14T13:31:16+00:00,12097.75,12070.5,3912.0,3907.5,2023-03-14T13:31:15+00:00,1.0,3911.0,False,-60.0,-64.0,-76.0,-80.0,SL
2023-03-15,2023,-4,EDT_SEEN,2023-03-15T13:33:33+00:00,12120.0,12077.75,3866.0,3858.25,2023-03-15T13:33:32+00:00,1.0,3864.75,False,60.0,56.0,-36.0,-40.0,TP
2023-03-21,2023,-4,EDT_SEEN,2023-03-21T13:31:26+00:00,12797.0,12774.0,4026.25,4019.5,2023-03-21T13:31:25+00:00,1.0,4025.75,False,60.0,56.0,-9.0,-13.0,TP
2023-03-23,2023,-4,EDT_SEEN,2023-03-23T13:31:08+00:00,12880.0,12853.5,4003.25,3996.25,2023-03-23T13:31:07+00:00,1.0,4003.0,False,-60.0,-64.0,-61.0,-65.0,SL
2023-03-29,2023,-4,EDT_SEEN,2023-03-29T13:31:15+00:00,12895.0,12881.0,4044.75,4039.75,2023-03-29T13:31:14+00:00,1.0,4041.0,False,60.0,56.0,-19.0,-23.0,TP
2023-03-31,2023,-4,EDT_SEEN,2023-03-31T13:31:01+00:00,13099.0,13080.25,4094.0,4088.5,2023-03-31T13:31:00+00:00,1.0,4093.5,False,60.0,56.0,-22.0,-26.0,TP
2023-04-04,2023,-4,EDT_SEEN,2023-04-04T13:31:14+00:00,13290.5,13279.5,4161.0,4158.25,2023-04-04T13:31:13+00:00,1.0,4159.25,False,-60.0,-64.0,-60.0,-64.0,SL
2023-04-05,2023,-4,EDT_SEEN,2023-04-05T13:31:01+00:00,13176.5,13158.5,4122.0,4118.75,2023-04-05T13:31:00+00:00,1.0,4121.5,False,-60.0,-64.0,-66.0,-70.0,SL
2023-04-13,2023,-4,EDT_SEEN,2023-04-13T13:31:00+00:00,13037.0,13019.75,4131.25,4128.5,2023-04-13T13:30:59+00:00,1.0,4129.5,False,60.0,56.0,-10.0,-14.0,TP
2023-04-18,2023,-4,EDT_SEEN,2023-04-18T13:31:44+00:00,13284.0,13266.0,4194.25,4189.25,2023-04-18T13:31:43+00:00,1.0,4190.0,False,-60.0,-64.0,-62.0,-66.0,SL
2023-04-19,2023,-4,EDT_SEEN,2023-04-19T13:32:42+00:00,13098.75,13080.5,4162.25,4157.75,2023-04-19T13:32:41+00:00,1.0,4161.75,False,60.0,56.0,-10.0,-14.0,TP
2023-04-20,2023,-4,EDT_SEEN,2023-04-20T13:31:08+00:00,13064.75,13046.25,4148.25,4145.0,2023-04-20T13:31:07+00:00,1.0,4147.5,False,60.0,56.0,-8.0,-12.0,TP
2023-04-25,2023,-4,EDT_SEEN,2023-04-25T13:31:08+00:00,12993.0,12980.5,4141.25,4137.75,2023-04-25T13:31:07+00:00,1.0,4140.0,False,60.0,56.0,-3.0,-7.0,TP
2023-04-28,2023,-4,EDT_SEEN,2023-04-28T13:31:01+00:00,13239.5,13211.5,4149.5,4143.75,2023-04-28T13:31:00+00:00,1.0,4149.0,False,-60.0,-64.0,-74.0,-78.0,SL
2023-05-01,2023,-4,EDT_SEEN,2023-05-01T13:31:43+00:00,13310.75,13297.25,4187.5,4184.0,2023-05-01T13:31:42+00:00,1.0,4187.0,False,-60.0,-64.0,-60.0,-64.0,SL
2023-05-09,2023,-4,EDT_SEEN,2023-05-09T13:31:02+00:00,13289.5,13279.75,4136.25,4133.25,2023-05-09T13:31:01+00:00,1.0,4133.5,False,-60.0,-64.0,-60.0,-64.0,SL
2023-05-10,2023,-4,EDT_SEEN,2023-05-10T13:31:01+00:00,13376.25,13365.0,4164.75,4161.5,2023-05-10T13:31:00+00:00,1.0,4164.25,False,60.0,56.0,-7.0,-11.0,TP
2023-05-12,2023,-4,EDT_SEEN,2023-05-12T13:31:24+00:00,13476.25,13464.25,4156.75,4154.75,2023-05-12T13:31:23+00:00,1.0,4156.0,False,-60.0,-64.0,-62.0,-66.0,SL
2023-05-16,2023,-4,EDT_SEEN,2023-05-16T13:31:00+00:00,13454.5,13434.5,4139.75,4136.5,2023-05-16T13:30:59+00:00,1.0,4139.5,False,60.0,56.0,-23.0,-27.0,TP
2023-05-18,2023,-4,EDT_SEEN,2023-05-18T13:31:06+00:00,13668.25,13652.75,4168.75,4165.75,2023-05-18T13:31:05+00:00,1.0,4166.25,False,60.0,56.0,-25.0,-29.0,TP
2023-05-23,2023,-4,EDT_SEEN,2023-05-23T13:31:01+00:00,13833.0,13822.25,4188.5,4185.25,2023-05-23T13:31:00+00:00,1.0,4186.25,False,60.0,56.0,-7.0,-11.0,TP
2023-05-26,2023,-4,EDT_SEEN,2023-05-26T13:31:51+00:00,14029.25,14014.75,4169.25,4166.0,2023-05-26T13:31:50+00:00,1.0,4169.5,True,60.0,56.0,-32.0,-36.0,TP
2023-05-31,2023,-4,EDT_SEEN,2023-05-31T13:31:03+00:00,14343.5,14324.0,4197.5,4193.5,2023-05-31T13:31:02+00:00,1.0,4196.5,False,60.0,56.0,-29.0,-33.0,TP
2023-06-02,2023,-4,EDT_SEEN,2023-06-02T13:31:45+00:00,14586.25,14543.0,4261.75,4254.75,2023-06-02T13:31:44+00:00,1.0,4261.0,False,60.0,56.0,-7.0,-11.0,TP
2023-06-05,2023,-4,EDT_SEEN,2023-06-05T13:31:40+00:00,14585.5,14567.75,4294.0,4291.75,2023-06-05T13:31:39+00:00,1.0,4293.0,False,60.0,56.0,-6.0,-10.0,TP
2023-06-07,2023,-4,EDT_SEEN,2023-06-07T13:31:00+00:00,14628.5,14591.75,4295.75,4291.75,2023-06-07T13:30:59+00:00,1.0,4295.25,False,60.0,56.0,-27.0,-31.0,TP
2023-06-08,2023,-4,EDT_SEEN,2023-06-08T13:31:00+00:00,14353.25,14333.0,4274.0,4271.25,2023-06-08T13:30:59+00:00,1.0,4272.75,False,60.0,56.0,-45.0,-49.0,TP
2023-06-09,2023,-4,EDT_SEEN,2023-06-09T13:32:16+00:00,14590.5,14557.0,4310.25,4305.0,2023-06-09T13:32:15+00:00,1.0,4307.0,False,-60.0,-64.0,-62.0,-66.0,SL
2023-06-15,2023,-4,EDT_SEEN,2023-06-15T13:31:00+00:00,14970.0,14947.0,4367.75,4363.25,2023-06-15T13:30:59+00:00,1.0,4367.5,False,-60.0,-64.0,-63.0,-67.0,SL
2023-06-20,2023,-4,EDT_SEEN,2023-06-20T13:31:00+00:00,15225.0,15204.5,4435.5,4431.25,2023-06-20T13:30:59+00:00,1.0,4434.0,False,60.0,56.0,-6.0,-10.0,TP
2023-06-21,2023,-4,EDT_SEEN,2023-06-21T13:32:03+00:00,15209.75,15178.0,4422.75,4416.0,2023-06-21T13:32:02+00:00,1.0,4417.0,False,-60.0,-64.0,-64.0,-68.0,SL
2023-06-22,2023,-4,EDT_SEEN,2023-06-22T13:31:15+00:00,14985.75,14964.0,4399.0,4396.0,2023-06-22T13:31:14+00:00,1.0,4396.75,False,60.0,56.0,-21.0,-25.0,TP
2023-06-26,2023,-4,EDT_SEEN,2023-06-26T13:31:06+00:00,15048.0,15025.0,4386.5,4382.5,2023-06-26T13:31:05+00:00,1.0,4386.25,False,-60.0,-64.0,-60.0,-64.0,SL
2023-06-27,2023,-4,EDT_SEEN,2023-06-27T13:31:02+00:00,14933.0,14909.0,4383.0,4378.25,2023-06-27T13:31:01+00:00,1.0,4381.75,False,-60.0,-64.0,-63.0,-67.0,SL
2023-06-29,2023,-4,EDT_SEEN,2023-06-29T13:31:01+00:00,15125.0,15109.75,4414.0,4411.5,2023-06-29T13:31:00+00:00,1.0,4412.75,False,-60.0,-64.0,-67.0,-71.0,SL
2023-06-30,2023,-4,EDT_SEEN,2023-06-30T13:31:23+00:00,15255.0,15238.5,4468.75,4465.0,2023-06-30T13:31:22+00:00,1.0,4467.5,False,60.0,56.0,-7.0,-11.0,TP
2023-07-03,2023,-4,EDT_SEEN,2023-07-03T13:31:23+00:00,15355.75,15342.25,4483.0,4479.5,2023-07-03T13:31:22+00:00,1.0,4480.75,False,-60.0,-64.0,-74.0,-78.0,SL
2023-07-05,2023,-4,EDT_SEEN,2023-07-05T13:31:00+00:00,15328.5,15292.5,4475.0,4471.0,2023-07-05T13:30:59+00:00,1.0,4474.25,False,60.0,56.0,-32.0,-36.0,TP
2023-07-10,2023,-4,EDT_SEEN,2023-07-10T13:31:42+00:00,15205.0,15167.25,4436.25,4428.75,2023-07-10T13:31:41+00:00,1.0,4437.5,True,-60.0,-64.0,-65.0,-69.0,SL
2023-07-12,2023,-4,EDT_SEEN,2023-07-12T13:31:07+00:00,15437.0,15421.25,4513.75,4510.5,2023-07-12T13:31:06+00:00,1.0,4511.75,False,-60.0,-64.0,-61.0,-65.0,SL
2023-07-13,2023,-4,EDT_SEEN,2023-07-13T13:31:46+00:00,15580.75,15552.25,4527.0,4521.25,2023-07-13T13:31:45+00:00,1.0,4526.75,False,60.0,56.0,-7.0,-11.0,TP
2023-07-14,2023,-4,EDT_SEEN,2023-07-14T13:31:12+00:00,15754.25,15721.5,4553.0,4550.0,2023-07-14T13:31:11+00:00,1.0,4550.75,False,60.0,56.0,-44.0,-48.0,TP
2023-07-17,2023,-4,EDT_SEEN,2023-07-17T13:31:02+00:00,15757.5,15726.25,4542.5,4536.25,2023-07-17T13:31:01+00:00,1.0,4540.5,False,-60.0,-64.0,-60.0,-64.0,SL
2023-07-19,2023,-4,EDT_SEEN,2023-07-19T13:31:01+00:00,16023.25,16008.25,4599.0,4595.0,2023-07-19T13:31:00+00:00,1.0,4599.0,False,-60.0,-64.0,-73.0,-77.0,SL
2023-07-20,2023,-4,EDT_SEEN,2023-07-20T13:31:32+00:00,15851.25,15831.75,4587.75,4583.25,2023-07-20T13:31:31+00:00,1.0,4588.25,True,60.0,56.0,-18.0,-22.0,TP
2023-07-24,2023,-4,EDT_SEEN,2023-07-24T13:31:00+00:00,15607.25,15574.0,4580.0,4574.75,2023-07-24T13:30:59+00:00,1.0,4579.5,False,-60.0,-64.0,-60.0,-64.0,SL
2023-07-25,2023,-4,EDT_SEEN,2023-07-25T13:31:20+00:00,15608.0,15587.75,4582.25,4579.5,2023-07-25T13:31:19+00:00,1.0,4580.75,False,60.0,56.0,-18.0,-22.0,TP
2023-07-26,2023,-4,EDT_SEEN,2023-07-26T13:31:00+00:00,15638.75,15611.75,4589.75,4585.0,2023-07-26T13:30:59+00:00,1.0,4589.25,False,-60.0,-64.0,-72.0,-76.0,SL
2023-07-28,2023,-4,EDT_SEEN,2023-07-28T13:31:03+00:00,15738.25,15715.75,4598.25,4594.5,2023-07-28T13:31:02+00:00,1.0,4599.5,True,-60.0,-64.0,-60.0,-64.0,SL
2023-07-31,2023,-4,EDT_SEEN,2023-07-31T13:32:22+00:00,15881.5,15859.0,4613.5,4609.5,2023-07-31T13:32:21+00:00,1.0,4613.0,False,-60.0,-64.0,-64.0,-68.0,SL
2023-08-03,2023,-4,EDT_SEEN,2023-08-03T13:31:00+00:00,15384.5,15357.5,4517.25,4513.0,2023-08-03T13:30:59+00:00,1.0,4515.75,False,-60.0,-64.0,-61.0,-65.0,SL
2023-08-04,2023,-4,EDT_SEEN,2023-08-04T13:31:00+00:00,15520.75,15496.5,4539.25,4535.0,2023-08-04T13:30:59+00:00,1.0,4537.75,False,60.0,56.0,-13.0,-17.0,TP
2023-08-07,2023,-4,EDT_SEEN,2023-08-07T13:31:00+00:00,15463.5,15431.75,4524.75,4517.75,2023-08-07T13:30:59+00:00,1.0,4524.25,False,-60.0,-64.0,-60.0,-64.0,SL
2023-08-09,2023,-4,EDT_SEEN,2023-08-09T13:31:39+00:00,15367.0,15348.0,4521.5,4517.0,2023-08-09T13:31:38+00:00,1.0,4518.5,False,-60.0,-64.0,-60.0,-64.0,SL
2023-08-10,2023,-4,EDT_SEEN,2023-08-10T13:31:09+00:00,15306.5,15273.25,4510.75,4506.75,2023-08-10T13:31:08+00:00,1.0,4513.25,True,60.0,56.0,-22.0,-26.0,TP
2023-08-18,2023,-4,EDT_SEEN,2023-08-18T13:31:57+00:00,14655.75,14623.5,4357.25,4350.0,2023-08-18T13:31:56+00:00,1.0,4359.75,True,60.0,56.0,-17.0,-21.0,TP
2023-08-23,2023,-4,EDT_SEEN,2023-08-23T13:31:06+00:00,15026.75,14999.5,4415.5,4409.0,2023-08-23T13:31:05+00:00,1.0,4415.0,False,-60.0,-64.0,-63.0,-67.0,SL
2023-08-25,2023,-4,EDT_SEEN,2023-08-25T13:31:09+00:00,14925.0,14892.25,4406.75,4401.0,2023-08-25T13:31:08+00:00,1.0,4405.75,False,-60.0,-64.0,-63.0,-67.0,SL
2023-08-30,2023,-4,EDT_SEEN,2023-08-30T13:31:03+00:00,15424.5,15412.0,4511.75,4508.75,2023-08-30T13:31:02+00:00,1.0,4512.5,True,60.0,56.0,-26.0,-30.0,TP
2023-08-31,2023,-4,EDT_SEEN,2023-08-31T13:31:00+00:00,15519.25,15488.75,4529.75,4527.25,2023-08-31T13:30:59+00:00,1.0,4529.75,False,60.0,56.0,-10.0,-14.0,TP
2023-09-01,2023,-4,EDT_SEEN,2023-09-01T13:31:00+00:00,15637.5,15618.75,4543.5,4539.5,2023-09-01T13:30:59+00:00,1.0,4543.5,False,60.0,56.0,-6.0,-10.0,TP
2023-09-08,2023,-4,EDT_SEEN,2023-09-08T13:31:01+00:00,15295.5,15270.0,4459.0,4454.25,2023-09-08T13:31:00+00:00,1.0,4459.25,True,60.0,56.0,-10.0,-14.0,TP
2023-09-11,2023,-4,EDT_SEEN,2023-09-11T13:31:00+00:00,15433.75,15419.0,4491.0,4488.25,2023-09-11T13:30:59+00:00,1.0,4490.5,False,-60.0,-64.0,-60.0,-64.0,SL
2023-09-12,2023,-4,EDT_SEEN,2023-09-12T13:31:06+00:00,15405.0,15391.5,4474.5,4472.75,2023-09-12T13:31:05+00:00,1.0,4474.25,False,-60.0,-64.0,-60.0,-64.0,SL
2023-09-13,2023,-4,EDT_SEEN,2023-09-13T13:31:00+00:00,15331.75,15299.0,4470.0,4464.0,2023-09-13T13:30:59+00:00,1.0,4470.0,False,60.0,56.0,-24.0,-28.0,TP
