fecha,BurstId,burst_side,decision_utc,resolved_raw_symbol,pre_path,outcome_path,state_cache_path,pre_records_scanned,completed_packets,active_orders_at_decision,active_bid_orders,active_ask_orders,best_bid,best_ask,pre_overlap_records,outcome_overlap_records,overlap_logical_sha256,overlap_exact,late_received_predecision_exchange_records,post_decision_receive_records,last_pre_complete_ts_recv,last_pre_complete_ts_event,first_post_ts_recv,first_post_ts_event,unknown_modify_during_full_reconstruction,unknown_cancel_during_full_reconstruction,maybe_bad_book_records,sequence_regressions,tail_incomplete_records,information_status,overlap_prefix_exact,cross_boundary_uncommitted_records,cross_boundary_tail_has_f_last,strict_feature_cutoff_utc_exclusive,strategy_decision_utc,cutoff_to_strategy_decision_ms,uncommitted_tail_count_match
2023-09-15,LB_20230915_093253_SELL_0001,SELL,2023-09-15T13:32:54.037000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-15_LB_20230915_093253_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-15_LB_20230915_093253_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230915_093253_SELL_0001.state.parquet,2663037,2414575,4189,1695,2494,15585.75,15586.25,1193,1193,5e62490f4e989f92b798ecc2aa57b3a052f287e37e0ea42e4407926ba9c08324,True,0,8033,2023-09-15T13:32:54.036988772+00:00,2023-09-15T13:32:54.036799013+00:00,2023-09-15T13:32:54.037141733+00:00,2023-09-15T13:32:54.037053749+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-15T13:32:54.037000+00:00,2023-09-15T13:32:54.037055+00:00,0.055,True
2023-09-19,LB_20230919_093101_SELL_0001,SELL,2023-09-19T13:31:02.011000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-19_LB_20230919_093101_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-19_LB_20230919_093101_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230919_093101_SELL_0001.state.parquet,1869390,1694299,4355,1622,2733,15330.0,15330.25,650,650,497ca5bc69a1891a4134c6f71c6880f17b63999e370f76a7315e0d6d59b75e14,True,0,10889,2023-09-19T13:31:02.010265042+00:00,2023-09-19T13:31:02.010180499+00:00,2023-09-19T13:31:02.011376217+00:00,2023-09-19T13:31:02.011267027+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-19T13:31:02.011000+00:00,2023-09-19T13:31:02.011884+00:00,0.884,True
2023-09-22,LB_20230922_093553_SELL_0001,SELL,2023-09-22T13:35:54.074000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-22_LB_20230922_093553_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-22_LB_20230922_093553_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230922_093553_SELL_0001.state.parquet,3026238,2774559,4725,1916,2809,14908.25,14908.5,71,71,28ced1baa20b63b042d8ecab96557fd8060d6bff7a84de26a10363094de523cd,True,0,4639,2023-09-22T13:35:54.048319873+00:00,2023-09-22T13:35:54.048207995+00:00,2023-09-22T13:35:54.074811032+00:00,2023-09-22T13:35:54.074625525+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-22T13:35:54.074000+00:00,2023-09-22T13:35:54.074897+00:00,0.897,True
2023-09-26,LB_20230926_093118_SELL_0002,SELL,2023-09-26T13:31:19.035000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-26_LB_20230926_093118_SELL_0002.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-26_LB_20230926_093118_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230926_093118_SELL_0002.state.parquet,3296424,3037500,4593,1798,2795,14817.0,14817.5,247,247,306843bc59fcdf01c6749058d26a149320abb2de1f4832a589790443e023da8b,True,0,9086,2023-09-26T13:31:19.034053790+00:00,2023-09-26T13:31:19.033954965+00:00,2023-09-26T13:31:19.035674656+00:00,2023-09-26T13:31:19.035494903+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-26T13:31:19.035000+00:00,2023-09-26T13:31:19.035798+00:00,0.798,True
2023-09-27,LB_20230927_093102_BUY_0001,BUY,2023-09-27T13:31:03.091000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-09-27_LB_20230927_093102_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-09-27_LB_20230927_093102_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20230927_093102_BUY_0001.state.parquet,2489992,2281559,4528,2276,2252,14777.0,14777.25,198,198,d061085ac7ec043fb9df414569cb4f6d2ba5c0d3351cdf8b723147492e7f41a0,True,0,7368,2023-09-27T13:31:03.082335788+00:00,2023-09-27T13:31:03.082252675+00:00,2023-09-27T13:31:03.091842673+00:00,2023-09-27T13:31:03.091641595+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-09-27T13:31:03.091000+00:00,2023-09-27T13:31:03.091962+00:00,0.962,True
2023-10-02,LB_20231002_093150_BUY_0001,BUY,2023-10-02T13:31:51.110000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-10-02_LB_20231002_093150_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-10-02_LB_20231002_093150_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20231002_093150_BUY_0001.state.parquet,3093619,2815933,4412,2144,2268,14879.0,14879.5,138,138,2d59c3048788c2eb2ec3e25da60b73358658eb7a917d464e06cb4f929c414f71,True,0,5619,2023-10-02T13:31:51.108772815+00:00,2023-10-02T13:31:51.108673067+00:00,2023-10-02T13:31:51.110324071+00:00,2023-10-02T13:31:51.110160533+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-10-02T13:31:51.110000+00:00,2023-10-02T13:31:51.110444+00:00,0.444,True
2023-10-16,LB_20231016_093102_BUY_0001,BUY,2023-10-16T13:31:03.023000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-10-16_LB_20231016_093102_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-10-16_LB_20231016_093102_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20231016_093102_BUY_0001.state.parquet,3298006,3057053,4147,2320,1827,15189.75,15190.25,217,217,20a09a0ff0614a0553ba51b1472b9a42bd6c3299786b26536d24d2b226748f14,True,5,9427,2023-10-16T13:31:03.022690924+00:00,2023-10-16T13:31:03.022471245+00:00,2023-10-16T13:31:03.023639887+00:00,2023-10-16T13:31:03.022653981+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-10-16T13:31:03.023000+00:00,2023-10-16T13:31:03.023753+00:00,0.753,True
2023-10-27,LB_20231027_093329_BUY_0001,BUY,2023-10-27T13:33:30.047000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-10-27_LB_20231027_093329_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-10-27_LB_20231027_093329_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20231027_093329_BUY_0001.state.parquet,3556823,3268611,4769,2352,2417,14344.5,14345.0,206,206,5a50216958ba4498f54ee7dac55407b507c50cc86c79669312ad2796059e9826,True,0,10843,2023-10-27T13:33:30.045828619+00:00,2023-10-27T13:33:30.045744743+00:00,2023-10-27T13:33:30.047722946+00:00,2023-10-27T13:33:30.047530845+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-10-27T13:33:30.047000+00:00,2023-10-27T13:33:30.047860+00:00,0.86,True
2023-11-02,LB_20231102_093203_SELL_0001,SELL,2023-11-02T13:32:04.053000+00:00,NQZ3,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2023-11-02_LB_20231102_093203_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2023-11-02_LB_20231102_093203_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20231102_093203_SELL_0001.state.parquet,2696430,2412162,4824,2576,2248,14908.25,14908.5,110,110,9ef6d579244a8c6b002ebb31fe5ada039656ae78fc32f6b88baeeec470cf8204,True,0,7169,2023-11-02T13:32:04.051234270+00:00,2023-11-02T13:32:04.051148613+00:00,2023-11-02T13:32:04.053242851+00:00,2023-11-02T13:32:04.053086019+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2023-11-02T13:32:04.053000+00:00,2023-11-02T13:32:04.053384+00:00,0.384,True
2024-03-18,LB_20240318_093121_BUY_0001,BUY,2024-03-18T13:31:22.022000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-03-18_LB_20240318_093121_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-03-18_LB_20240318_093121_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240318_093121_BUY_0001.state.parquet,2088189,1850770,4609,2637,1972,18299.25,18299.75,183,183,dfa6ac2ae20f555a8ea15b69746a1334ea9f0f5bc3cab95f7edafbb137ea90fa,True,0,9958,2024-03-18T13:31:22.020228364+00:00,2024-03-18T13:31:22.020117929+00:00,2024-03-18T13:31:22.022697538+00:00,2024-03-18T13:31:22.022499925+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-03-18T13:31:22.022000+00:00,2024-03-18T13:31:22.022843+00:00,0.843,True
2024-04-02,LB_20240402_093358_SELL_0002,SELL,2024-04-02T13:33:59.018000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-02_LB_20240402_093358_SELL_0002.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-02_LB_20240402_093358_SELL_0002_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240402_093358_SELL_0002.state.parquet,3128821,2822538,4963,1802,3161,18265.0,18265.25,82,87,8c3694372bfa6c62439cadfa3d02e8aa8971512fcb93aa45dd30df4197a65e63,False,11,8510,2024-04-02T13:33:59.017830651+00:00,2024-04-02T13:33:59.017675293+00:00,2024-04-02T13:33:59.018003989+00:00,2024-04-02T13:33:59.017680553+00:00,0,0,0,0,5,CAUSAL_HANDOFF_INFRASTRUCTURE,True,5,False,2024-04-02T13:33:59.018000+00:00,2024-04-02T13:33:59.018225+00:00,0.225,True
2024-04-04,LB_20240404_093500_BUY_0001,BUY,2024-04-04T13:35:01.015000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-04_LB_20240404_093500_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-04_LB_20240404_093500_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240404_093500_BUY_0001.state.parquet,1999933,1789205,4887,2828,2059,18552.25,18552.75,165,165,8ae9a5554c50ea95e423f19152dcdc3f8b69c1b06fdb93f962b9b8a11c88afcf,True,4,5263,2024-04-04T13:35:01.014935436+00:00,2024-04-04T13:35:01.014768727+00:00,2024-04-04T13:35:01.015118676+00:00,2024-04-04T13:35:01.014931171+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-04-04T13:35:01.015000+00:00,2024-04-04T13:35:01.015194+00:00,0.194,True
2024-04-05,LB_20240405_093248_SELL_0001,SELL,2024-04-05T13:32:49.026000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-05_LB_20240405_093248_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-05_LB_20240405_093248_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240405_093248_SELL_0001.state.parquet,3688278,3363082,4447,1931,2516,18150.5,18151.0,496,496,5c9c6921848cd42ad0171163d92657a22b27ff5d54fbded7dc5998dd280a33e2,True,1,6019,2024-04-05T13:32:49.024119614+00:00,2024-04-05T13:32:49.024021177+00:00,2024-04-05T13:32:49.026050283+00:00,2024-04-05T13:32:49.025960041+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-04-05T13:32:49.026000+00:00,2024-04-05T13:32:49.026914+00:00,0.914,True
2024-04-09,LB_20240409_093342_SELL_0001,SELL,2024-04-09T13:33:43.035000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-09_LB_20240409_093342_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-09_LB_20240409_093342_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240409_093342_SELL_0001.state.parquet,2224159,2000931,4654,2329,2325,18377.75,18378.0,131,131,c90d5811969407916a11267b8a63e0829ecdcc750d56d66751025ecef826a939,True,0,7644,2024-04-09T13:33:43.027943779+00:00,2024-04-09T13:33:43.027853301+00:00,2024-04-09T13:33:43.035555630+00:00,2024-04-09T13:33:43.035338693+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-04-09T13:33:43.035000+00:00,2024-04-09T13:33:43.035664+00:00,0.664,True
2024-04-17,LB_20240417_093502_SELL_0001,SELL,2024-04-17T13:35:03.057000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-17_LB_20240417_093502_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-17_LB_20240417_093502_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240417_093502_SELL_0001.state.parquet,3619644,3308347,4820,2085,2735,17922.5,17923.0,159,159,e442e4c317b83acda7f78452427f29df3a3e9ff8e0268f5ae648f21123ef3dcb,True,0,7505,2024-04-17T13:35:03.053340390+00:00,2024-04-17T13:35:03.053251447+00:00,2024-04-17T13:35:03.057532778+00:00,2024-04-17T13:35:03.057343721+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-04-17T13:35:03.057000+00:00,2024-04-17T13:35:03.057624+00:00,0.624,True
2024-04-18,LB_20240418_093109_SELL_0001,SELL,2024-04-18T13:31:10.042000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-18_LB_20240418_093109_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-18_LB_20240418_093109_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240418_093109_SELL_0001.state.parquet,2658808,2410782,4688,1768,2920,17659.75,17660.25,285,285,7177890eb7033d942f950a35be2c22499366cb36b2838ed42b14727aa7bdfdbc,True,5,9006,2024-04-18T13:31:10.041424323+00:00,2024-04-18T13:31:10.041337121+00:00,2024-04-18T13:31:10.042054566+00:00,2024-04-18T13:31:10.041853617+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-04-18T13:31:10.042000+00:00,2024-04-18T13:31:10.042140+00:00,0.13999999999999999,True
2024-04-23,LB_20240423_093145_BUY_0001,BUY,2024-04-23T13:31:46.110000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-23_LB_20240423_093145_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-23_LB_20240423_093145_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240423_093145_BUY_0001.state.parquet,2709161,2477710,4507,2415,2092,17444.25,17444.75,118,118,1d3c1b5ae0bfed4a2159f5bb94b35ed492f7edd1eaed178ff05c3f830b1d09e8,True,0,7850,2024-04-23T13:31:46.104988635+00:00,2024-04-23T13:31:46.104894679+00:00,2024-04-23T13:31:46.110468414+00:00,2024-04-23T13:31:46.110348785+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-04-23T13:31:46.110000+00:00,2024-04-23T13:31:46.110957+00:00,0.957,True
2024-04-26,LB_20240426_093151_SELL_0001,SELL,2024-04-26T13:31:52.036000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-04-26_LB_20240426_093151_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-04-26_LB_20240426_093151_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240426_093151_SELL_0001.state.parquet,3268215,2983439,4653,1948,2705,17674.25,17674.75,282,282,941fba733aaeadbbfd930597515dfc00ddf257e406defaf7f5786ec069432ec8,True,3,11243,2024-04-26T13:31:52.033551403+00:00,2024-04-26T13:31:52.033457737+00:00,2024-04-26T13:31:52.036155848+00:00,2024-04-26T13:31:52.035972053+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-04-26T13:31:52.036000+00:00,2024-04-26T13:31:52.036258+00:00,0.258,True
2024-05-02,LB_20240502_093112_SELL_0001,SELL,2024-05-02T13:31:13.136000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-05-02_LB_20240502_093112_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-05-02_LB_20240502_093112_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240502_093112_SELL_0001.state.parquet,2568897,2355761,4522,1954,2568,17570.0,17570.5,133,133,310a7065eb7b9c7666cf5aae33f65148bcebcca051fbaf08d24e4d350d6934ab,True,0,9277,2024-05-02T13:31:13.131671663+00:00,2024-05-02T13:31:13.131573599+00:00,2024-05-02T13:31:13.136252421+00:00,2024-05-02T13:31:13.136029043+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-05-02T13:31:13.136000+00:00,2024-05-02T13:31:13.136347+00:00,0.347,True
2024-05-03,LB_20240503_093157_SELL_0001,SELL,2024-05-03T13:31:58.173000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-05-03_LB_20240503_093157_SELL_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-05-03_LB_20240503_093157_SELL_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240503_093157_SELL_0001.state.parquet,2796108,2556849,4690,2482,2208,17936.5,17937.0,89,89,0c974db0d554cf51aee21b897428d4184b14f2df9eed6f3358abbef5ba133231,True,7,9819,2024-05-03T13:31:58.172983094+00:00,2024-05-03T13:31:58.172741829+00:00,2024-05-03T13:31:58.173043519+00:00,2024-05-03T13:31:58.172755207+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-05-03T13:31:58.173000+00:00,2024-05-03T13:31:58.173092+00:00,0.092,True
2024-05-10,LB_20240510_093420_BUY_0001,BUY,2024-05-10T13:34:21.121000+00:00,NQM4,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\liquidity_burst_snapshot_discovery100_20260723\NQ_MBO_SNAPSHOT_2024-05-10_LB_20240510_093420_BUY_0001.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\data_footprint_generator\databento_mbo\joint_ab_v4_outcome98_20260724\NQ_JOINT_AB_V4_MBO_2024-05-10_LB_20240510_093420_BUY_0001_PAD100MS.mbo.dbn.zst,C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\contexto_codex_claude\mechanical_book_v1\state_cache\LB_20240510_093420_BUY_0001.state.parquet,1674886,1491460,4527,2777,1750,18300.75,18301.0,101,101,858e676cc48000e79d617346c598a55b4853154bc14fcce3838a8599925422dd,True,0,4832,2024-05-10T13:34:21.116794080+00:00,2024-05-10T13:34:21.116682971+00:00,2024-05-10T13:34:21.121683877+00:00,2024-05-10T13:34:21.121587137+00:00,0,0,0,0,0,CAUSAL_HANDOFF_INFRASTRUCTURE,True,0,False,2024-05-10T13:34:21.121000+00:00,2024-05-10T13:34:21.121966+00:00,0.966,True
