fecha,prediction_timestamp,split,born_bad_group,born_bad_reason,Result_Label,realized_ticks_for_label,MFE_ticks,MAE_ticks,Trade_Duration,Entry_price,ExecutionSide,canonical_source_file,causal_row_flag,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,seconds_from_open,minute_from_open,weekday_index,month_index,execution_side_sign,or_position_fraction,distance_nearest_or_edge_ticks,distance_nearest_profile_reference_ticks,vwap_poc_spread_ticks,signed_velocity_decay_1_5,signed_delta_decay_1_5,execution_cvd_alignment
2023-10-05,2023-10-05 13:35:55.022804900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,15,00:39,14923.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-05_NY.csv,True,227,228,230,212,232,227,-11,226,9.34760922636344,1.0,4.026666666666667,304,377,4,2.0,1.2,4,1.333333333333333,4,230,12.0,6.0,18.0,12.554101777340358,11,6,17,1,0,60,25,2422,244,-792,2255,31,213,0.45,11,2,0,227.0,226.0,4.0,2.0,4.0,1.0610079575596818,56.75,0.6021220159151194,1.2401315789473684,0.3377386196769457,0.5530434782608695,1.0,1.0,1,1.0,12.554101777340358,11.0,2,0.01762114537444934,34.05,355,5.916666666666667,3,10,-1.0,1.5,6.0,0,1.5541017773403585,-2.8,-184.6,1.0
2023-10-16,2023-10-16 13:31:03.000457+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:40,15190.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-16_NY.csv,True,130,151,225,231,196,130,-36,109,3.328807190842174,1.0,2.733333333333333,259,280,5,4.0,2.6,5,1.666666666666667,5,225,12.0,5.0,17.0,10.100570613409417,12,8,13,0,-1,60,25,651,231,-225,4968,212,19,8.33,10,2,0,130.0,109.0,5.0,4.0,5.0,1.7857142857142858,26.0,0.4642857142857143,1.0810810810810811,0.5769230769230769,0.616,1.0,1.0,1,1.0,10.100570613409417,12.0,2,0.038461538461538464,13.0,63,1.05,0,10,-1.0,1.4166666666666667,5.0,0,1.8994293865905831,-2.4,-83.8,1.0
2023-10-27,2023-10-27 13:33:30.058052900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,30,20,00:12,14345.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-10-27_NY.csv,True,153,188,198,187,186,153,-25,118,3.391868580890122,0.990430622009569,4.0,196,255,2,1.666666666666667,1.4,2,0.666666666666667,2,198,26.0,4.0,30.0,12.375619366008,9,7,17,4,-1,130,20,2511,389,-1415,4222,8,381,0.67,11,2,0,153.0,118.0,2.0,1.666666666666667,2.0,0.7843137254901961,76.5,0.6,1.3010204081632653,0.43137254901960786,0.5666666666666667,1.0,1.0,1,1.0,12.375619366008,9.0,2,0.013071895424836602,61.2,210,3.5,4,10,-1.0,1.1538461538461537,4.0,1,3.3756193660079994,-0.6000000000000001,-115.6,1.0
2024-03-18,2024-03-18 13:31:21.991889+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:33,18301.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-03-18_NY.csv,True,186,212,260,301,309,186,-29,160,4.201618516123716,1.0,2.823529411764706,285,390,3,3.333333333333333,2.0,0,1.0,3,260,17.0,2.0,19.0,9.716696741322576,8,6,15,1,0,85,10,2628,242,2699,6795,507,-265,0.45,11,1,0,186.0,160.0,3.0,3.333333333333333,0.0,0.7692307692307693,62.0,0.47692307692307695,1.368421052631579,0.4659498207885305,0.6946153846153846,1.0,1.0,1,0.0,9.716696741322576,8.0,2,0.016129032258064516,43.4,81,1.35,0,3,-1.0,1.1176470588235294,2.0,0,1.7166967413225755,-1.0,-125.8,-1.0
2024-04-02,2024-04-02 13:33:59.056295900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,50,15,01:15,18265.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-02_NY.csv,True,-174,-197,-208,-216,-240,12,-174,-151,-4.867735682187324,1.0,0.219730941704036,208,272,-3,-1.666666666666667,-1.2,-1,-0.666666666666667,-3,-208,19.0,-22.0,-3.0,-12.401075627052496,-15,-20,-10,-6,0,95,10,3221,-459,-3061,4022,96,-555,0.17,11,0,3,174.0,151.0,3.0,1.666666666666667,1.0,1.1029411764705883,58.0,0.6397058823529411,1.3076923076923077,0.39846743295019155,0.6230769230769231,1.0,1.0,1,0.3333333333333333,12.401075627052496,15.0,1,0.017241379310344827,40.599999999999994,239,3.9833333333333334,1,4,1.0,-0.15789473684210525,3.0,0,2.5989243729475042,-1.8,-130.8,-1.0
2024-04-03,2024-04-03 13:32:42.040148+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,35,0,10:52,18268.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-03_NY.csv,True,129,145,176,184,218,129,-11,113,3.803083039815396,1.0,3.263157894736842,175,243,4,1.333333333333333,0.8,5,1.0,4,176,16.0,7.0,23.0,10.956202262399692,13,6,14,1,-1,80,35,2213,155,-4265,3671,197,-42,0.83,9,3,0,129.0,113.0,4.0,1.333333333333333,5.0,1.646090534979424,32.25,0.5308641975308642,1.3885714285714286,0.45478036175710596,0.6272727272727273,1.0,1.0,1,1.25,10.956202262399692,13.0,2,0.031007751937984496,19.349999999999998,162,2.7,2,4,-1.0,1.4375,7.0,1,2.0437977376003076,-3.2,-92.2,1.0
2024-04-04,2024-04-04 13:35:01.015194+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,02:24,18552.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-04_NY.csv,True,316,310,314,323,324,316,-9,322,10.62350239733465,1.0,3.0,500,632,2,0.666666666666667,0.6,3,0.666666666666667,2,314,15.0,0.0,15.0,8.132175412663218,7,4,12,-2,0,75,5,638,312,2673,1912,248,64,4.93,11,3,0,316.0,322.0,2.0,0.666666666666667,3.0,0.31645569620253167,158.0,0.5,1.264,0.33122362869198313,0.6171974522292993,1.0,1.0,1,1.5,8.132175412663218,7.0,3,0.006329113924050633,126.4,301,5.016666666666667,3,4,-1.0,1.0,0.0,0,1.1321754126632175,-1.4,-251.4,-1.0
2024-04-05,2024-04-05 13:32:49.085073900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,30,5,00:21,18151.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-05_NY.csv,True,-264,-275,-282,-314,-248,61,-264,-253,-9.075982321804844,1.0,0.197568389057751,387,394,-6,-2.666666666666667,-2.4,-4,-0.666666666666667,-6,-282,19.0,3.0,22.0,3.226740603820086,7,-4,19,2,1,95,0,3414,-118,139,4202,338,-456,0.0,9,0,0,264.0,253.0,6.0,2.666666666666667,4.0,1.5228426395939085,44.0,0.6700507614213198,1.0180878552971577,0.3560606060606061,0.6680851063829787,1.0,1.0,1,0.6666666666666666,-3.226740603820086,-7.0,3,0.022727272727272728,17.6,169,2.816666666666667,4,4,1.0,1.1578947368421053,3.0,1,3.773259396179914,-3.6,-201.2,1.0
2024-04-09,2024-04-09 13:33:43.005182900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:36,18378.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-09_NY.csv,True,-163,-203,-220,-240,-331,5,-163,-123,-3.290273213607787,0.972972972972973,0.220095693779904,171,255,-3,-1.333333333333333,-1.2,-2,-0.333333333333333,-3,-220,18.0,-19.0,-1.0,-11.769953977646283,-13,-17,-8,-7,1,90,5,2760,-546,1460,2678,220,-766,0.12,8,0,3,163.0,123.0,3.0,1.333333333333333,2.0,1.1764705882352942,54.333333333333336,0.6392156862745098,1.4912280701754386,0.4498977505112474,0.6545454545454545,1.0,1.0,1,0.6666666666666666,11.769953977646283,13.0,1,0.018404907975460124,38.03333333333333,223,3.716666666666667,1,4,1.0,-0.05555555555555555,1.0,1,1.2300460223537169,-1.8,-115.0,1.0
2024-04-11,2024-04-11 13:31:58.001596+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,30,20,00:27,18231.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-11_NY.csv,True,-143,-179,-183,-164,-160,28,-143,-107,-3.237168870521373,0.991452991452991,0.270408163265306,229,249,-4,-2.333333333333333,-1.4,-1,-1.333333333333333,-4,-183,17.0,-35.0,-18.0,-19.298155339805824,-22,-34,-14,-2,0,85,90,4771,-543,-2666,5530,-302,-241,1.55,9,0,1,143.0,107.0,4.0,2.333333333333333,1.0,1.606425702811245,35.75,0.5742971887550201,1.0873362445414847,0.42657342657342656,0.5377049180327869,1.0,1.0,1,0.25,19.298155339805824,22.0,2,0.027972027972027972,21.45,118,1.9666666666666666,3,4,1.0,-1.0588235294117647,18.0,0,2.701844660194176,-2.6,-110.2,-1.0
2024-04-17,2024-04-17 13:35:03.057624+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,30,00:51,17922.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-17_NY.csv,True,-150,-157,-175,-225,-254,8,-150,-143,-4.938328246236627,0.996666666666667,0.238578680203046,220,244,-4,-1.666666666666667,-1.2,-4,-1.0,-4,-175,24.0,-30.0,-6.0,-13.566968377635195,-10,-19,-7,0,1,120,25,418,-176,368,2473,-227,51,8.18,8,0,1,150.0,143.0,4.0,1.666666666666667,4.0,1.639344262295082,37.5,0.6147540983606558,1.1090909090909091,0.3888888888888889,0.7714285714285715,1.0,1.0,1,1.0,13.566968377635195,10.0,2,0.02666666666666667,22.5,303,5.05,2,4,1.0,-0.25,6.0,0,3.5669683776351953,-2.8,-105.0,1.0
2024-04-18,2024-04-18 13:31:10.020510+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:38,17660.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-18_NY.csv,True,-155,-161,-188,-185,-239,8,-155,-149,-4.365548181392705,1.0,0.356846473029046,280,327,-3,-2.0,-1.6,-3,-0.666666666666667,-3,-188,14.0,-15.0,-1.0,-7.287883211678832,-10,-10,-2,-7,2,70,5,963,-239,-1344,5888,36,-275,0.5,10,0,1,155.0,149.0,3.0,2.0,3.0,0.9174311926605505,51.666666666666664,0.4740061162079511,1.167857142857143,0.4043010752688172,0.5904255319148937,1.0,1.0,1,1.0,7.287883211678832,10.0,2,0.01935483870967742,36.166666666666664,70,1.1666666666666667,3,4,1.0,-0.07142857142857142,1.0,2,2.7121167883211683,-1.4,-118.0,-1.0
2024-04-23,2024-04-23 13:31:46.013628900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:21,17445.0,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-23_NY.csv,True,155,209,199,183,200,155,-18,101,2.769154563912499,0.980952380952381,4.69047619047619,203,239,4,1.666666666666667,0.8,3,1.666666666666667,4,199,19.0,4.0,23.0,11.726092896174864,5,4,15,2,0,95,20,3671,421,968,6579,59,362,0.43,11,1,0,155.0,101.0,4.0,1.666666666666667,3.0,1.6736401673640167,38.75,0.6485355648535565,1.1773399014778325,0.42795698924731185,0.5517587939698493,1.0,1.0,1,0.75,11.726092896174864,5.0,3,0.025806451612903226,23.25,106,1.7666666666666666,1,4,-1.0,1.2105263157894737,4.0,0,6.726092896174864,-3.2,-118.4,-1.0
2024-04-26,2024-04-26 13:31:51.971715+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,25,01:15,17675.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-04-26_NY.csv,True,-173,-159,-154,-127,-232,20,-173,-187,-6.113225358863536,1.0,0.30241935483871,268,323,-6,-1.666666666666667,-0.8,-5,-2.666666666666667,-6,-154,15.0,-25.0,-10.0,-14.001248699271592,-11,-19,-10,0,1,75,50,4306,-206,1001,5304,-122,-84,0.96,11,0,1,173.0,187.0,6.0,1.666666666666667,5.0,1.8575851393188854,28.833333333333332,0.5356037151702786,1.205223880597015,0.29672447013487474,0.4948051948051948,1.0,1.0,1,0.8333333333333334,14.001248699271592,11.0,2,0.03468208092485549,11.533333333333333,111,1.85,4,4,1.0,-0.6666666666666666,10.0,0,3.001248699271592,-5.2,-147.6,1.0
2024-05-02,2024-05-02 13:31:13.075808+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:19,17571.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-02_NY.csv,True,-254,-251,-243,-246,-277,41,-254,-257,-6.842329042958531,1.0,0.250737463126844,295,424,-3,-1.666666666666667,-0.8,0,-1.0,-3,-243,22.0,-25.0,-3.0,-10.312539067383424,-10,-13,-3,1,0,110,15,1722,-336,637,6283,183,-519,1.15,11,0,1,254.0,257.0,3.0,1.666666666666667,-0.0,0.7075471698113207,84.66666666666667,0.5990566037735849,1.4372881355932203,0.3188976377952756,0.6074074074074074,1.0,1.0,1,-0.0,10.312539067383424,10.0,3,0.011811023622047244,59.266666666666666,73,1.2166666666666666,3,5,1.0,-0.13636363636363635,3.0,0,0.3125390673834243,-2.2,-204.8,1.0
2024-05-03,2024-05-03 13:31:57.993166+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,5,60,01:46,17937.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-03_NY.csv,True,-191,-207,-211,-213,-161,36,-191,-175,-5.639325396882412,1.0,0.183760683760684,233,277,-4,-1.0,-1.0,-6,-0.666666666666667,-4,-211,15.0,-23.0,-8.0,-11.379914257046428,-13,-18,-9,0,1,75,40,4363,-341,1764,6600,-398,57,0.69,9,0,2,191.0,175.0,4.0,1.0,6.0,1.444043321299639,47.75,0.6895306859205776,1.1888412017167382,0.3682373472949389,0.6056872037914692,1.0,1.0,1,1.5,11.379914257046428,13.0,2,0.020942408376963352,28.65,117,1.95,4,5,1.0,-0.5333333333333333,8.0,0,1.620085742953572,-3.0,-148.4,1.0
2024-05-06,2024-05-06 13:31:00.982246900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,03:10,18047.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-06_NY.csv,True,-186,-184,-200,-207,-195,32,-186,-188,-6.933675585872409,1.0,0.290076335877863,261,338,-3,-1.333333333333333,-1.0,-3,-1.0,-3,-200,21.0,-24.0,-3.0,-10.296379245987309,-9,-15,-3,-1,1,105,15,346,-178,1915,5019,-341,163,15.27,8,0,1,186.0,188.0,3.0,1.333333333333333,3.0,0.8875739644970414,62.0,0.5502958579881657,1.2950191570881227,0.35842293906810035,0.621,1.0,1.0,1,1.0,10.296379245987309,9.0,3,0.016129032258064516,43.4,60,1.0,0,5,1.0,-0.14285714285714285,3.0,1,1.2963792459873087,-2.0,-144.6,1.0
2024-05-10,2024-05-10 13:34:21.121966900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:39,18301.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-10_NY.csv,True,183,178,186,207,203,183,-8,188,7.232189829700328,1.0,6.083333333333333,184,255,2,1.0,0.6,2,0.666666666666667,2,186,15.0,20.0,35.0,17.64154267815192,8,0,26,2,0,75,25,1210,380,1286,2183,145,235,1.18,11,2,0,183.0,188.0,2.0,1.0,2.0,0.7843137254901961,91.5,0.7176470588235294,1.3858695652173914,0.33879781420765026,0.667741935483871,1.0,1.0,1,1.0,17.64154267815192,8.0,3,0.01092896174863388,73.2,261,4.35,4,5,-1.0,2.3333333333333335,20.0,0,9.641542678151922,-1.4,-141.6,-1.0
2024-05-20,2024-05-20 13:32:21.045704+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:21,18661.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-20_NY.csv,True,117,116,213,254,266,117,-16,118,4.078697443547872,1.0,3.25,206,221,2,1.666666666666667,1.0,2,1.0,2,213,9.0,11.0,20.0,12.208651932544257,15,10,19,0,1,45,30,1679,257,-210,3322,526,-269,1.43,9,2,0,117.0,118.0,2.0,1.666666666666667,2.0,0.9049773755656109,58.5,0.5294117647058824,1.0728155339805825,0.6068376068376068,0.7154929577464789,1.0,1.0,1,1.0,12.208651932544257,15.0,2,0.017094017094017096,46.800000000000004,141,2.35,0,5,-1.0,2.2222222222222223,11.0,0,2.7913480674557434,-1.0,-66.2,1.0
2024-05-28,2024-05-28 13:31:43.016359900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,5,01:03,18936.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-05-28_NY.csv,True,123,169,189,197,381,123,3,77,2.625166847913332,0.96078431372549,2.64,255,273,2,1.333333333333333,0.8,0,0.666666666666667,2,189,9.0,9.0,18.0,11.416576527852891,13,11,16,1,0,45,40,3038,468,812,4362,224,244,0.93,11,3,0,123.0,77.0,2.0,1.333333333333333,0.0,0.7326007326007326,61.5,0.45054945054945056,1.0705882352941176,0.5121951219512195,0.6253968253968254,1.0,1.0,1,0.0,11.416576527852891,13.0,2,0.016260162601626018,49.2,103,1.7166666666666666,1,5,-1.0,2.0,9.0,0,1.5834234721471088,-1.2,-83.6,-1.0
2024-06-03,2024-06-03 13:31:14.064275+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,20,60,01:11,18708.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-03_NY.csv,True,242,233,250,378,321,242,-61,251,6.996983260307945,1.0,3.813953488372093,207,414,-1,-1.0,0.6,1,-2.0,-1,250,16.0,-10.0,6.0,-1.891949757350842,0,-6,5,0,2,80,0,1923,289,1691,5084,-284,573,0.0,8,2,1,242.0,251.0,-1.0,-1.0,1.0,0.24154589371980675,242.0,0.5845410628019324,2.0,0.3443526170798898,0.9072,1.0,0.3333333333333333,-1,1.0,-1.891949757350842,0.0,3,-0.004132231404958678,217.8,74,1.2333333333333334,0,6,-1.0,0.375,6.0,0,1.891949757350842,1.6,-166.4,-1.0
2024-06-05,2024-06-05 13:35:48.054540900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,30,5,01:31,18817.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-05_NY.csv,True,-263,-307,-322,-316,-338,9,-263,-219,-7.625650981202437,1.0,0.195718654434251,319,391,-4,-2.0,-1.2,-3,-1.333333333333333,-4,-322,24.0,-29.0,-5.0,-14.265256530623516,-14,-20,-10,-2,0,120,25,2055,-413,1518,1698,26,-439,0.52,9,0,2,263.0,219.0,4.0,2.0,3.0,1.0230179028132993,65.75,0.6726342710997443,1.225705329153605,0.40811153358681873,0.5888198757763975,1.0,1.0,1,0.75,14.265256530623516,14.0,2,0.015209125475285171,39.449999999999996,348,5.8,2,6,1.0,-0.20833333333333334,5.0,0,0.26525653062351573,-2.8,-199.8,1.0
2024-06-06,2024-06-06 13:34:14.079319+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,45,0,01:03,19107.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-06_NY.csv,True,121,148,161,178,177,121,-9,94,3.455518124608277,0.992094861660079,6.041666666666667,160,169,2,1.0,1.0,2,0.0,2,161,14.0,2.0,16.0,6.597884000608921,8,4,14,1,-1,70,10,548,162,1557,2287,-227,389,0.71,9,0,0,121.0,94.0,2.0,1.0,2.0,1.183431952662722,60.5,0.7159763313609467,1.05625,0.44352617079889806,0.6633540372670808,1.0,1.0,1,1.0,6.597884000608921,8.0,3,0.01652892561983471,48.400000000000006,254,4.233333333333333,3,6,-1.0,1.1428571428571428,2.0,1,1.4021159993910786,-1.0,-85.4,-1.0
2024-06-10,2024-06-10 13:34:22.116406900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,15,10:26,19012.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-10_NY.csv,True,164,195,240,257,271,164,-10,133,5.469935231691421,1.0,4.48936170212766,177,258,2,1.333333333333333,1.2,1,0.333333333333333,2,240,12.0,13.0,25.0,14.943342439719682,8,6,20,0,1,60,35,1400,292,-705,2883,65,227,1.58,11,2,0,164.0,133.0,2.0,1.333333333333333,1.0,0.7751937984496124,82.0,0.6356589147286822,1.4576271186440677,0.4878048780487805,0.6425,1.0,1.0,1,0.5,14.943342439719682,8.0,2,0.012195121951219513,65.60000000000001,262,4.366666666666666,0,6,-1.0,2.0833333333333335,13.0,0,6.943342439719682,-0.8,-112.6,1.0
2024-06-11,2024-06-11 13:33:51.059816+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,06:08,19073.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-11_NY.csv,True,262,282,288,290,276,262,-9,242,10.119498657595736,1.0,3.339285714285714,436,486,5,2.0,1.2,5,1.666666666666667,5,288,10.0,6.0,16.0,10.307518927353637,8,5,12,8,0,50,30,2855,423,619,4451,413,10,0.59,11,1,0,262.0,242.0,5.0,2.0,5.0,1.02880658436214,52.4,0.5390946502057613,1.114678899082569,0.366412213740458,0.6041666666666666,1.0,1.0,1,1.0,10.307518927353637,8.0,1,0.019083969465648856,26.2,231,3.85,1,6,-1.0,1.6,6.0,0,2.3075189273536374,-3.8,-204.0,-1.0
2024-06-13,2024-06-13 13:32:10.102990900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,40,0,01:52,19647.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-13_NY.csv,True,136,139,150,163,286,136,-2,133,6.125635571723989,1.0,4.317073170731707,164,218,3,1.0,0.8,2,1.0,3,150,12.0,3.0,15.0,8.213216821409066,8,5,10,1,0,60,10,770,284,1839,3326,108,176,0.99,10,1,0,136.0,133.0,3.0,1.0,2.0,1.3761467889908257,45.333333333333336,0.6238532110091743,1.329268292682927,0.36764705882352944,0.652,1.0,1.0,1,0.6666666666666666,8.213216821409066,8.0,2,0.022058823529411766,31.733333333333334,130,2.1666666666666665,3,6,-1.0,1.25,3.0,0,0.21321682140906617,-2.2,-103.4,-1.0
2024-06-14,2024-06-14 13:36:45.081257900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,03:18,19586.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-06-14_NY.csv,True,148,160,171,181,175,148,-27,136,7.150422689069443,1.0,7.166666666666667,158,196,1,0.666666666666667,0.6,0,0.0,1,171,8.0,2.0,10.0,8.045896538311942,5,2,9,5,-1,40,15,1655,207,553,2333,-115,322,0.33,10,0,0,148.0,136.0,1.0,0.666666666666667,0.0,0.5102040816326531,148.0,0.7551020408163265,1.240506329113924,0.38513513513513514,0.6350877192982456,1.0,1.0,1,0.0,8.045896538311942,5.0,2,0.006756756756756757,133.20000000000002,405,6.75,4,6,-1.0,1.25,2.0,1,3.0458965383119416,-0.4,-111.8,-1.0
2024-07-08,2024-07-08 13:32:24.047106900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,02:16,20642.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-08_NY.csv,True,141,190,202,207,414,141,-4,92,3.268840801598923,1.0,2.658823529411765,288,311,3,1.666666666666667,1.2,1,0.666666666666667,3,202,15.0,4.0,19.0,12.905668252775692,15,10,17,0,1,75,20,2285,499,2574,3791,-29,528,0.83,11,2,0,141.0,92.0,3.0,1.666666666666667,1.0,0.9646302250803859,47.0,0.4533762057877814,1.0798611111111112,0.47754137115839246,0.6148514851485148,1.0,1.0,1,0.3333333333333333,12.905668252775692,15.0,2,0.02127659574468085,32.9,144,2.4,0,7,-1.0,1.2666666666666666,4.0,0,2.0943317472243077,-1.8,-99.6,-1.0
2024-07-12,2024-07-12 13:31:01.997764900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,10,00:33,20468.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2024-07-12_NY.csv,True,168,179,184,170,279,168,-21,157,4.031240352436148,1.0,2.460869565217391,351,398,6,2.666666666666667,1.6,5,2.0,6,184,25.0,6.0,31.0,20.03768577494692,24,17,31,-1,1,125,30,553,181,118,5104,298,-117,15.02,9,0,0,168.0,157.0,6.0,2.666666666666667,5.0,1.5075376884422111,28.0,0.4221105527638191,1.1339031339031338,0.36507936507936506,0.5543478260869565,1.0,1.0,1,0.8333333333333334,20.03768577494692,24.0,2,0.03571428571428571,11.200000000000001,61,1.0166666666666666,4,7,-1.0,1.24,6.0,1,3.962314225053081,-4.4,-134.0,-1.0
