family,date,year,half,side,entry_utc,entry,risk_ticks,acceptance_utc,retest_utc,gross_ticks,net_ticks,net_R,mae_ticks,exit_reason,trailing_activated,fixed_net_ticks,fixed_net_R,fixed_exit_reason
OR5_ACCEPTANCE_ES_PULLBACK,2022-04-28,2022,2022-H1,SHORT,2022-04-28T13:35:25+00:00,13194.25,40.0,2022-04-28T13:35:20+00:00,2022-04-28T13:35:24+00:00,5.0,1.0,0.025,-27.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-05-02,2022,2022-H1,SHORT,2022-05-02T13:35:34+00:00,12804.5,40.0,2022-05-02T13:35:17+00:00,2022-05-02T13:35:33+00:00,-40.0,-44.0,-1.1,-77.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-05-12,2022,2022-H1,SHORT,2022-05-12T13:38:19+00:00,11732.0,40.0,2022-05-12T13:38:15+00:00,2022-05-12T13:38:18+00:00,80.0,76.0,1.9,-8.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-05-18,2022,2022-H1,SHORT,2022-05-18T13:40:01+00:00,12349.0,40.0,2022-05-18T13:39:31+00:00,2022-05-18T13:40:00+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-05-23,2022,2022-H1,SHORT,2022-05-23T13:37:42+00:00,11844.25,40.0,2022-05-23T13:37:08+00:00,2022-05-23T13:37:41+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-05-26,2022,2022-H1,LONG,2022-05-26T13:35:11+00:00,11985.5,40.0,2022-05-26T13:35:07+00:00,2022-05-26T13:35:10+00:00,32.0,28.0,0.7,-13.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-05-31,2022,2022-H1,SHORT,2022-05-31T13:37:18+00:00,12580.25,40.0,2022-05-31T13:37:11+00:00,2022-05-31T13:37:17+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-06-10,2022,2022-H1,SHORT,2022-06-10T13:36:43+00:00,11974.0,40.0,2022-06-10T13:36:41+00:00,2022-06-10T13:36:42+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-06-16,2022,2022-H1,SHORT,2022-06-16T13:39:32+00:00,11242.25,40.0,2022-06-16T13:38:54+00:00,2022-06-16T13:39:31+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-06-24,2022,2022-H1,LONG,2022-06-24T13:35:16+00:00,11908.0,40.0,2022-06-24T13:35:03+00:00,2022-06-24T13:35:15+00:00,9.0,5.0,0.125,-13.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-07-07,2022,2022-H2,LONG,2022-07-07T13:35:05+00:00,11994.25,40.0,2022-07-07T13:35:02+00:00,2022-07-07T13:35:04+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-07-12,2022,2022-H2,LONG,2022-07-12T13:36:00+00:00,11986.75,40.0,2022-07-12T13:35:56+00:00,2022-07-12T13:35:59+00:00,4.0,0.0,0.0,-6.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-07-13,2022,2022-H2,LONG,2022-07-13T13:41:27+00:00,11623.25,40.0,2022-07-13T13:39:12+00:00,2022-07-13T13:41:26+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-07-21,2022,2022-H2,SHORT,2022-07-21T13:35:12+00:00,12441.75,40.0,2022-07-21T13:35:02+00:00,2022-07-21T13:35:11+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-07-22,2022,2022-H2,SHORT,2022-07-22T13:36:14+00:00,12571.25,40.0,2022-07-22T13:36:04+00:00,2022-07-22T13:36:13+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-08-05,2022,2022-H2,LONG,2022-08-05T13:35:41+00:00,13184.25,40.0,2022-08-05T13:35:11+00:00,2022-08-05T13:35:40+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-08-17,2022,2022-H2,LONG,2022-08-17T13:35:30+00:00,13543.25,40.0,2022-08-17T13:35:28+00:00,2022-08-17T13:35:29+00:00,80.0,76.0,1.9,-18.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-08-23,2022,2022-H2,LONG,2022-08-23T13:35:48+00:00,12943.25,40.0,2022-08-23T13:35:43+00:00,2022-08-23T13:35:47+00:00,4.0,0.0,0.0,-11.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-02,2022,2022-H2,SHORT,2022-09-02T13:41:01+00:00,12316.0,40.0,2022-09-02T13:40:59+00:00,2022-09-02T13:41:00+00:00,80.0,76.0,1.9,-24.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-06,2022,2022-H2,SHORT,2022-09-06T13:38:39+00:00,12096.75,40.0,2022-09-06T13:38:35+00:00,2022-09-06T13:38:38+00:00,4.0,0.0,0.0,-3.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-08,2022,2022-H2,LONG,2022-09-08T13:41:54+00:00,12176.0,40.0,2022-09-08T13:41:43+00:00,2022-09-08T13:41:53+00:00,80.0,76.0,1.9,-1.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-14,2022,2022-H2,LONG,2022-09-14T13:45:09+00:00,12099.75,40.0,2022-09-14T13:45:00+00:00,2022-09-14T13:45:08+00:00,80.0,76.0,1.9,-9.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-19,2022,2022-H2,LONG,2022-09-19T13:41:12+00:00,11887.5,40.0,2022-09-19T13:41:04+00:00,2022-09-19T13:41:11+00:00,14.0,10.0,0.25,-22.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-20,2022,2022-H2,SHORT,2022-09-20T13:39:24+00:00,11909.5,40.0,2022-09-20T13:38:34+00:00,2022-09-20T13:39:23+00:00,80.0,76.0,1.9,-24.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-22,2022,2022-H2,SHORT,2022-09-22T13:38:57+00:00,11631.5,40.0,2022-09-22T13:38:53+00:00,2022-09-22T13:38:56+00:00,80.0,76.0,1.9,-26.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-23,2022,2022-H2,SHORT,2022-09-23T13:40:54+00:00,11426.75,40.0,2022-09-23T13:37:24+00:00,2022-09-23T13:40:53+00:00,30.0,26.0,0.65,-13.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-26,2022,2022-H2,LONG,2022-09-26T13:36:12+00:00,11433.5,40.0,2022-09-26T13:36:01+00:00,2022-09-26T13:36:11+00:00,27.0,23.0,0.575,-24.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-28,2022,2022-H2,LONG,2022-09-28T13:49:08+00:00,11342.0,40.0,2022-09-28T13:49:04+00:00,2022-09-28T13:49:07+00:00,4.0,0.0,0.0,-6.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-09-30,2022,2022-H2,SHORT,2022-09-30T13:37:17+00:00,11173.0,40.0,2022-09-30T13:37:15+00:00,2022-09-30T13:37:16+00:00,39.0,35.0,0.875,-15.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-03,2022,2022-H2,SHORT,2022-10-03T13:39:53+00:00,11060.25,40.0,2022-10-03T13:39:48+00:00,2022-10-03T13:39:52+00:00,80.0,76.0,1.9,-16.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-04,2022,2022-H2,LONG,2022-10-04T13:39:33+00:00,11563.0,40.0,2022-10-04T13:39:27+00:00,2022-10-04T13:39:32+00:00,6.0,2.0,0.05,-3.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-11,2022,2022-H2,SHORT,2022-10-11T13:36:46+00:00,10892.0,40.0,2022-10-11T13:35:03+00:00,2022-10-11T13:36:45+00:00,9.0,5.0,0.125,-38.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-14,2022,2022-H2,SHORT,2022-10-14T13:44:51+00:00,11103.75,40.0,2022-10-14T13:44:48+00:00,2022-10-14T13:44:50+00:00,80.0,76.0,1.9,-8.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-20,2022,2022-H2,SHORT,2022-10-20T13:36:34+00:00,11102.25,40.0,2022-10-20T13:36:32+00:00,2022-10-20T13:36:33+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-21,2022,2022-H2,LONG,2022-10-21T13:49:31+00:00,11088.25,40.0,2022-10-21T13:45:11+00:00,2022-10-21T13:49:30+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-24,2022,2022-H2,LONG,2022-10-24T13:37:39+00:00,11373.75,40.0,2022-10-24T13:37:16+00:00,2022-10-24T13:37:38+00:00,80.0,76.0,1.9,-10.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-10-25,2022,2022-H2,LONG,2022-10-25T13:45:11+00:00,11575.0,40.0,2022-10-25T13:45:08+00:00,2022-10-25T13:45:10+00:00,80.0,76.0,1.9,-5.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-11-02,2022,2022-H2,SHORT,2022-11-02T14:15:04+00:00,11268.5,40.0,2022-11-02T14:14:52+00:00,2022-11-02T14:15:03+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-11-07,2022,2022-H2,SHORT,2022-11-07T14:36:16+00:00,10892.75,40.0,2022-11-07T14:36:14+00:00,2022-11-07T14:36:15+00:00,9.0,5.0,0.125,-15.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-11-21,2022,2022-H2,SHORT,2022-11-21T14:36:19+00:00,11629.75,40.0,2022-11-21T14:36:16+00:00,2022-11-21T14:36:18+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-11-23,2022,2022-H2,LONG,2022-11-23T14:35:23+00:00,11777.25,40.0,2022-11-23T14:35:18+00:00,2022-11-23T14:35:22+00:00,80.0,76.0,1.9,-16.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-11-28,2022,2022-H2,LONG,2022-11-28T14:35:51+00:00,11755.25,40.0,2022-11-28T14:35:02+00:00,2022-11-28T14:35:50+00:00,15.0,11.0,0.275,-13.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-12-09,2022,2022-H2,LONG,2022-12-09T14:37:36+00:00,11618.5,40.0,2022-12-09T14:36:48+00:00,2022-12-09T14:37:35+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-12-22,2022,2022-H2,SHORT,2022-12-22T14:35:07+00:00,11135.5,40.0,2022-12-22T14:35:04+00:00,2022-12-22T14:35:06+00:00,4.0,0.0,0.0,-27.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2022-12-29,2022,2022-H2,LONG,2022-12-29T14:36:39+00:00,10915.25,40.0,2022-12-29T14:36:33+00:00,2022-12-29T14:36:38+00:00,9.0,5.0,0.125,-26.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2022-12-30,2022,2022-H2,SHORT,2022-12-30T14:52:19+00:00,10885.25,40.0,2022-12-30T14:48:17+00:00,2022-12-30T14:52:18+00:00,-40.0,-44.0,-1.1,-50.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-01-03,2023,2023-H1,LONG,2023-01-03T14:39:56+00:00,11143.5,40.0,2023-01-03T14:39:14+00:00,2023-01-03T14:39:55+00:00,9.0,5.0,0.125,-3.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-01-04,2023,2023-H1,LONG,2023-01-04T14:41:48+00:00,11041.5,40.0,2023-01-04T14:41:46+00:00,2023-01-04T14:41:47+00:00,-40.0,-44.0,-1.1,-52.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-01-05,2023,2023-H1,SHORT,2023-01-05T14:38:55+00:00,10852.5,40.0,2023-01-05T14:38:47+00:00,2023-01-05T14:38:54+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-01-06,2023,2023-H1,LONG,2023-01-06T14:35:27+00:00,10935.75,40.0,2023-01-06T14:35:20+00:00,2023-01-06T14:35:26+00:00,-40.0,-44.0,-1.1,-61.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-01-09,2023,2023-H1,SHORT,2023-01-09T14:36:27+00:00,11197.25,40.0,2023-01-09T14:36:24+00:00,2023-01-09T14:36:26+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-01-18,2023,2023-H1,SHORT,2023-01-18T14:37:27+00:00,11676.0,40.0,2023-01-18T14:37:24+00:00,2023-01-18T14:37:26+00:00,-40.0,-44.0,-1.1,-48.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-01-25,2023,2023-H1,LONG,2023-01-25T14:40:58+00:00,11714.0,40.0,2023-01-25T14:40:55+00:00,2023-01-25T14:40:57+00:00,4.0,0.0,0.0,-12.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-02-01,2023,2023-H1,SHORT,2023-02-01T14:35:52+00:00,12103.75,40.0,2023-02-01T14:35:48+00:00,2023-02-01T14:35:51+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-02-02,2023,2023-H1,SHORT,2023-02-02T14:37:02+00:00,12675.5,40.0,2023-02-02T14:36:58+00:00,2023-02-02T14:37:01+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-02-03,2023,2023-H1,LONG,2023-02-03T14:36:48+00:00,12638.5,40.0,2023-02-03T14:36:28+00:00,2023-02-03T14:36:47+00:00,-40.0,-44.0,-1.1,-49.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-02-08,2023,2023-H1,LONG,2023-02-08T14:40:30+00:00,12737.5,40.0,2023-02-08T14:40:04+00:00,2023-02-08T14:40:29+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-02-15,2023,2023-H1,LONG,2023-02-15T14:37:14+00:00,12608.75,40.0,2023-02-15T14:37:07+00:00,2023-02-15T14:37:13+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-02-24,2023,2023-H1,LONG,2023-02-24T14:37:48+00:00,12021.25,40.0,2023-02-24T14:37:43+00:00,2023-02-24T14:37:47+00:00,80.0,76.0,1.9,-22.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-03-09,2023,2023-H1,LONG,2023-03-09T14:36:00+00:00,12282.0,40.0,2023-03-09T14:35:53+00:00,2023-03-09T14:35:59+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-03-10,2023,2023-H1,SHORT,2023-03-10T14:37:04+00:00,11960.75,40.0,2023-03-10T14:35:28+00:00,2023-03-10T14:37:03+00:00,-40.0,-44.0,-1.1,-51.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-03-27,2023,2023-H1,SHORT,2023-03-27T13:39:10+00:00,12889.0,40.0,2023-03-27T13:39:07+00:00,2023-03-27T13:39:09+00:00,-40.0,-44.0,-1.1,-50.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-03-30,2023,2023-H1,SHORT,2023-03-30T13:37:07+00:00,13043.5,40.0,2023-03-30T13:37:04+00:00,2023-03-30T13:37:06+00:00,-40.0,-44.0,-1.1,-68.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-04-03,2023,2023-H1,LONG,2023-04-03T13:37:08+00:00,13243.0,40.0,2023-04-03T13:36:36+00:00,2023-04-03T13:37:07+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-04-14,2023,2023-H1,LONG,2023-04-14T13:36:05+00:00,13159.5,40.0,2023-04-14T13:36:02+00:00,2023-04-14T13:36:04+00:00,80.0,76.0,1.9,-2.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-04-27,2023,2023-H1,LONG,2023-04-27T13:38:34+00:00,13045.25,40.0,2023-04-27T13:37:49+00:00,2023-04-27T13:38:33+00:00,-40.0,-44.0,-1.1,-45.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-05-04,2023,2023-H1,SHORT,2023-05-04T13:44:14+00:00,13045.0,40.0,2023-05-04T13:44:08+00:00,2023-05-04T13:44:13+00:00,32.0,28.0,0.7,-1.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-05-11,2023,2023-H1,SHORT,2023-05-11T13:50:22+00:00,13378.0,40.0,2023-05-11T13:50:15+00:00,2023-05-11T13:50:21+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-05-12,2023,2023-H1,SHORT,2023-05-12T13:38:59+00:00,13463.75,40.0,2023-05-12T13:38:51+00:00,2023-05-12T13:38:58+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-05-17,2023,2023-H1,SHORT,2023-05-17T13:43:12+00:00,13518.5,40.0,2023-05-17T13:43:09+00:00,2023-05-17T13:43:11+00:00,80.0,76.0,1.9,-31.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-05-19,2023,2023-H1,LONG,2023-05-19T13:39:04+00:00,13907.5,40.0,2023-05-19T13:38:47+00:00,2023-05-19T13:39:03+00:00,80.0,76.0,1.9,-14.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-05-25,2023,2023-H1,SHORT,2023-05-25T13:36:36+00:00,13886.5,40.0,2023-05-25T13:36:23+00:00,2023-05-25T13:36:35+00:00,10.0,6.0,0.15,-17.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-06-02,2023,2023-H1,LONG,2023-06-02T13:41:30+00:00,14622.25,40.0,2023-06-02T13:41:25+00:00,2023-06-02T13:41:29+00:00,-40.0,-44.0,-1.1,-47.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-06-07,2023,2023-H1,LONG,2023-06-07T13:35:29+00:00,14673.5,40.0,2023-06-07T13:35:15+00:00,2023-06-07T13:35:28+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-06-12,2023,2023-H1,SHORT,2023-06-12T14:07:26+00:00,14600.0,40.0,2023-06-12T14:05:21+00:00,2023-06-12T14:07:25+00:00,27.0,23.0,0.575,-13.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-06-13,2023,2023-H1,LONG,2023-06-13T13:36:13+00:00,14926.5,40.0,2023-06-13T13:35:02+00:00,2023-06-13T13:36:12+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-06-20,2023,2023-H1,LONG,2023-06-20T13:37:01+00:00,15274.75,40.0,2023-06-20T13:36:53+00:00,2023-06-20T13:37:00+00:00,4.0,0.0,0.0,-10.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-06-23,2023,2023-H1,LONG,2023-06-23T13:35:06+00:00,15085.0,40.0,2023-06-23T13:35:04+00:00,2023-06-23T13:35:05+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-06-26,2023,2023-H1,LONG,2023-06-26T13:35:19+00:00,15064.5,40.0,2023-06-26T13:35:13+00:00,2023-06-26T13:35:18+00:00,80.0,76.0,1.9,-34.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-07-05,2023,2023-H2,LONG,2023-07-05T13:36:54+00:00,15343.25,40.0,2023-07-05T13:36:50+00:00,2023-07-05T13:36:53+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-07-12,2023,2023-H2,SHORT,2023-07-12T13:41:58+00:00,15413.0,40.0,2023-07-12T13:41:51+00:00,2023-07-12T13:41:57+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-07-19,2023,2023-H2,LONG,2023-07-19T13:41:49+00:00,16035.25,40.0,2023-07-19T13:41:37+00:00,2023-07-19T13:41:48+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-07-25,2023,2023-H2,LONG,2023-07-25T13:35:40+00:00,15626.25,40.0,2023-07-25T13:35:36+00:00,2023-07-25T13:35:39+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-07-31,2023,2023-H2,LONG,2023-07-31T13:45:09+00:00,15893.5,40.0,2023-07-31T13:44:19+00:00,2023-07-31T13:45:08+00:00,6.0,2.0,0.05,-11.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-08-03,2023,2023-H2,LONG,2023-08-03T13:36:35+00:00,15395.25,40.0,2023-08-03T13:36:33+00:00,2023-08-03T13:36:34+00:00,24.0,20.0,0.5,-26.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2023-08-08,2023,2023-H2,SHORT,2023-08-08T13:38:20+00:00,15348.75,40.0,2023-08-08T13:37:55+00:00,2023-08-08T13:38:19+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2023-08-10,2023,2023-H2,LONG,2023-08-10T13:36:00+00:00,15331.0,40.0,2023-08-10T13:35:49+00:00,2023-08-10T13:35:59+00:00,-40.0,-44.0,-1.1,-51.0,STOP,False,-44.0,-1.1,STOP
